0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
-0.983675583,-0.983675583
-0.975526806,-0.975526806
-0.802339263,-0.802339263
-0.648194503,-0.648194503
-0.31143442,-0.31143442
0.344395045,0.344395045
0.554074128,0.554074128
0.610295401,0.610295401
0.691830204,0.691830204
0.632649945,0.632649945
0.583330388,0.583330388
0.47180795,0.47180795
0.423789402,0.423789402
0.449190741,0.449190741
0.448442448,0.448442448
0.44691213,0.44691213
0.448306225,0.448306225
0.33196169,0.33196169
0.117187352,0.117187352
-0.082095289,-0.082095289
-0.333999786,-0.333999786
-0.577291579,-0.577291579
-0.839615823,-0.839615823
-1,-1
