L1,L2,L3,L4
0.702471903,0.383898275,0.273985718,0.479781312
0.693254409,0.382050724,0.219188492,0.496966757
0.679201339,0.379265539,0.136594281,0.521856604
0.664891107,0.373420456,0.106743164,0.531482935
0.656622093,0.371778112,0.091194219,0.522713422
0.708881117,0.396711562,0.091856607,0.528834815
0.8261142,0.474650138,0.093390224,0.594075465
0.809994328,0.47160348,0.093557408,0.575571102
0.760703314,0.446000902,0.093625688,0.529598906
0.668443539,0.412485039,0.110844741,0.48609966
0.668443539,0.368688013,0.22642186,0.455613768
0.575633107,0.311175784,0.390116459,0.38520605
0.530009655,0.29218478,0.376579439,0.358800898
0.497448864,0.281018388,0.359137751,0.341503613
0.478858335,0.275101042,0.332869832,0.343329494
0.466791823,0.266967103,0.319124177,0.378190181
0.462553021,0.267664779,0.297440695,0.398225884
0.450366433,0.270279786,0.262300405,0.423111762
0.400966284,0.273482694,0.24428061,0.432708452
0.370685509,0.321769859,0.252168572,0.45810583
0.496414723,0.366382471,0.290707774,0.479850392
0.546813333,0.38486294,0.274227389,0.485524101
0.573523764,0.394738929,0.291063038,0.481093751
0.603811329,0.395660153,0.271249333,0.485522643
0.631639106,0.397632096,0.264623177,0.482819454
0.618349834,0.388266228,0.235588526,0.465501599
0.590847148,0.385136273,0.184829977,0.477143397
0.586822281,0.379348284,0.171211365,0.514332718
0.590680016,0.382069618,0.125525767,0.542110966
0.654811045,0.408986181,0.09193344,0.563258589
0.787351125,0.492315434,0.093520302,0.646644191
0.789672743,0.492529881,0.093477265,0.614600073
0.767699947,0.469711937,0.093609135,0.556560747
0.689404114,0.410092891,0.09388874,0.486127761
0.609995954,0.361020893,0.147225181,0.420994092
0.542316573,0.311220742,0.222426703,0.36976542
0.484602449,0.281919478,0.285441224,0.343614885
0.460362423,0.27290293,0.295007433,0.328970092
0.450304174,0.268860301,0.305276861,0.335611812
0.448908393,0.268508498,0.346656592,0.364148401
0.450905388,0.273196259,0.321154172,0.39521228
0.506087281,0.305541838,0.367348907,0.480633838
0.51882402,0.358219158,0.371692914,0.558278514
0.561879742,0.395425296,0.399685497,0.539974832
0.615473588,0.406390619,0.448802767,0.538100845
0.657170437,0.413744964,0.455852675,0.540430938
0.68036213,0.403144545,0.424734991,0.542859589
0.6953765,0.381017795,0.38845104,0.52845605
0.697942497,0.401378085,0.386288279,0.529344776
0.705965363,0.408546393,0.385240693,0.524344455
0.706863104,0.416951044,0.383613829,0.540663121
0.708682566,0.417042477,0.340395909,0.575928326
0.696013792,0.344503955,0.180074288,0.594564208
0.741169866,0.355468174,0.092584655,0.570465906
0.865111253,0.390181767,0.09364431,0.630021833
0.854467102,0.448618943,0.093797216,0.592661391
0.803363162,0.460825574,0.093876532,0.549022203
0.722373672,0.412020152,0.094187449,0.490046693
0.631026263,0.364599599,0.148156483,0.431721735
0.555830723,0.311730173,0.256184075,0.375135032
0.499583631,0.288958842,0.265481233,0.343558033
0.471671168,0.274602367,0.303497504,0.328310876
0.457648867,0.27311517,0.328850604,0.336536171
0.448240766,0.268345767,0.355968027,0.367425853
0.457772194,0.276874398,0.362465761,0.408110556
0.512890491,0.306187384,0.344406239,0.478686641
0.537066597,0.358608748,0.342189129,0.537753825
0.570550661,0.393843494,0.415774545,0.532576553
0.61229677,0.4124889,0.466559027,0.540950779
0.637819542,0.409059272,0.432755307,0.544701424
0.653150049,0.414041052,0.441040123,0.529555255
0.664698442,0.387753762,0.380389481,0.514697149
0.665661223,0.402921273,0.34756341,0.514387463
0.661072194,0.403570543,0.335539868,0.516958729
0.659083794,0.407478849,0.315356828,0.550676802
0.664487215,0.410915786,0.25223906,0.58857644
0.663718434,0.394363406,0.13765442,0.590850896
0.728243027,0.432907525,0.092661832,0.567132251
0.858273411,0.488463256,0.094104271,0.623453971
0.848885859,0.489339247,0.093983642,0.596747394
0.804902746,0.468963649,0.094105374,0.553294228
0.716289514,0.417381868,0.09441367,0.492513569
0.620850754,0.327105648,0.123446114,0.436106491
0.545257534,0.340115592,0.144334234,0.518665401
0.483987042,0.296017099,0.161815167,0.462899074
0.458366692,0.273342993,0.175065823,0.440170142
0.446358287,0.271192322,0.174189352,0.415661167
0.438500676,0.269331118,0.21549901,0.412345652
0.443206784,0.274494247,0.210177491,0.421165375
0.507356629,0.302465391,0.204039229,0.515672853
0.527099137,0.323012959,0.222683478,0.594588341
0.560568431,0.431585265,0.308332715,0.608665107
0.607364989,0.39837997,0.358797315,0.658121752
0.633095521,0.384137131,0.357582753,0.689446159
0.63951723,0.401288307,0.349516365,0.70672741
0.652409978,0.377703458,0.322375355,0.727453426
0.656920389,0.396020782,0.324282996,0.72197076
0.659992297,0.400482098,0.3387787,0.708903469
0.660178931,0.397515426,0.330864391,0.704996847
0.672958139,0.412211706,0.272654183,0.710037336
0.668576761,0.392895102,0.164514791,0.720507447
0.726372537,0.420932717,0.092201664,0.792272955
0.857931237,0.493043174,0.093579202,0.855078151
0.842845651,0.492260961,0.093818735,0.858072562
0.798307188,0.467822463,0.09388605,0.822295128
0.71806452,0.416623651,0.093840185,0.729182774
0.627823697,0.368944108,0.130049372,0.625850633
0.55176949,0.311659013,0.217681428,0.387284847
0.483960571,0.287076125,0.248955466,0.355418247
0.452254618,0.274974166,0.24650979,0.345336296
0.443344918,0.272159745,0.26771062,0.348426754
0.437029202,0.267775381,0.28298058,0.373593002
0.443895321,0.273221497,0.292532306,0.410510943
0.504653293,0.205786941,0.290061249,0.488923597
0.531984765,0.410982534,0.314911351,0.561916105
0.564644687,0.449067971,0.39871971,0.555983245
0.603207117,0.412196536,0.411496404,0.553858853
0.632777363,0.403407536,0.399059042,0.55021122
0.652879343,0.406018405,0.418894749,0.551329295
0.661295627,0.382297304,0.359016846,0.544135341
0.667042883,0.376836845,0.374936987,0.541370522
0.669325138,0.397023509,0.386669545,0.53316434
0.667088531,0.394900143,0.361071118,0.5436747
0.668431983,0.406417924,0.305922214,0.580498132
0.66236924,0.389971181,0.147948884,0.586814698
0.729837539,0.42493549,0.088791304,0.569268628
0.858366872,0.491181143,0.093911845,0.633861238
0.847585201,0.487185955,0.094005437,0.606660087
0.800377818,0.469681183,0.093974952,0.570836087
0.722253631,0.418350256,0.094033646,0.509778623
0.626479956,0.367242602,0.127599419,0.452349436
0.544777155,0.316160184,0.212541576,0.392492084
0.483150188,0.286603929,0.24805127,0.325813307
0.455426344,0.274086316,0.261346205,0.325081124
0.442532874,0.268906776,0.262587527,0.348353625
0.434652656,0.26934684,0.324746544,0.372886167
0.435348379,0.27288445,0.334939553,0.408907446
0.493458196,0.303438055,0.34028797,0.482511793
0.531071892,0.353823486,0.34437603,0.5593761
0.563560854,0.401235074,0.431052989,0.542959038
0.607506409,0.418037481,0.44239497,0.555835286
0.636655754,0.423420022,0.451275411,0.556959678
0.649102936,0.419702028,0.445490965,0.570725381
0.65735039,0.387882706,0.395117751,0.549372623
0.653894525,0.404590646,0.401748528,0.559229518
0.659278445,0.411539405,0.413649924,0.563759804
0.665219702,0.413525001,0.372575661,0.586387828
0.659478115,0.41505233,0.327669631,0.621301883
0.655493804,0.410485652,0.148269111,0.61034797
0.724015745,0.449832118,0.08833555,0.563725142
0.835206779,0.477923517,0.089411551,0.617242523
0.827927848,0.47659119,0.089693363,0.592674915
0.788175629,0.460299318,0.089893583,0.562866785
0.72244904,0.422107002,0.089697984,0.528547562
0.644940044,0.378468846,0.123742547,0.471961184
0.575146047,0.330805714,0.277279105,0.414426231
0.52302187,0.301258698,0.316713124,0.376219255
0.492321565,0.283935,0.328486167,0.353960846
0.467679236,0.28033078,0.316333858,0.35644319
0.449191738,0.272105133,0.343506111,0.375295139
0.442893357,0.275114419,0.322100095,0.398767591
0.435576037,0.279496852,0.300366748,0.43503563
0.417593765,0.286399825,0.29425704,0.456457953
0.452453784,0.329174541,0.400254499,0.486656673
0.526285612,0.363629142,0.372413857,0.512121511
0.593089533,0.380871751,0.388286961,0.519909002
0.62193484,0.395069218,0.373711873,0.528377575
0.648483231,0.400711577,0.315712576,0.521811091
0.661550479,0.396025195,0.280216814,0.529433859
0.65060395,0.394122757,0.232445494,0.525049751
0.63922677,0.395588303,0.188549668,0.533492004
0.625487995,0.402249524,0.157864702,0.571569404
0.6227276,0.398071884,0.109939165,0.585923461
0.695910689,0.439195843,0.082685665,0.614315978
0.808232865,0.476939407,0.083610484,0.640271503
0.801599496,0.474827212,0.083451508,0.610755971
0.765779224,0.459568682,0.083577378,0.576121879
0.713709144,0.424498047,0.083590482,0.531078821
0.648384244,0.385939586,0.10059028,0.489720325
0.588280393,0.341330007,0.123487565,0.429881033
0.536054593,0.31366957,0.145870058,0.389958639
0.493042713,0.291626806,0.14709069,0.365144675
0.466244309,0.286720875,0.148868668,0.362224689
0.448155972,0.27989968,0.146600451,0.375423823
0.442354582,0.278974043,0.153427792,0.393698837
0.434806643,0.281003356,0.163450515,0.419034424
0.374884695,0.285559553,0.165969851,0.423351153
0.41285566,0.314272503,0.159256448,0.446140256
0.47886256,0.356686313,0.16078372,0.478390561
0.528991114,0.389784316,0.160295412,0.496313535
0.56541986,0.399408348,0.146809499,0.508171562
0.598582588,0.403281626,0.145359956,0.46897147
0.625619447,0.412153371,0.141311692,0.460964186
0.624800614,0.396997169,0.127602523,0.437406134
0.604924667,0.388513772,0.104007054,0.451156936
0.592436171,0.391606768,0.094762038,0.486961418
0.594647354,0.38289403,0.08599726,0.503674237
0.682408095,0.433353656,0.081965894,0.539503338
0.80484677,0.492341775,0.083342052,0.60693252
0.80503781,0.494173466,0.083327224,0.583833569
0.773793928,0.471624856,0.083285428,0.53793677
0.711727028,0.420362606,0.083393504,0.472584685
0.626296789,0.368265877,0.120455023,0.411125941
0.548162202,0.312298215,0.254596248,0.353726962
0.481367056,0.28482285,0.293300701,0.320519984
0.45232587,0.267179895,0.288753991,0.305923701
0.442656164,0.26668522,0.308848404,0.302266592
0.428952527,0.263031216,0.341710891,0.329687779
0.422938574,0.272026112,0.35587209,0.362245745
0.479852065,0.301524033,0.355529033,0.443014893
0.522885217,0.347038975,0.362237056,0.50569513
0.551752914,0.385507383,0.435503141,0.491155374
0.595990048,0.408058613,0.481055765,0.742597409
0.62409597,0.415661468,0.491448305,0.73800606
0.65793846,0.412393468,0.450949803,0.730422488
0.675108651,0.392286239,0.399865715,0.73510373
0.679534593,0.400997321,0.390261089,0.709679465
0.678482467,0.340944141,0.423474013,0.68333165
0.683756314,0.454717501,0.422738309,0.663184674
0.693434831,0.42021932,0.385050336,0.664066841
0.68551868,0.391340468,0.179347964,0.668951921
0.752134596,0.434319149,0.075892187,0.762569782
0.86102503,0.487260839,0.077141717,0.847627232
0.84735747,0.485542784,0.077218136,0.851303129
0.80293605,0.471864126,0.077065505,0.837144002
0.731377447,0.42358165,0.077083024,0.733867093
0.643327656,0.36497526,0.131074336,0.633189388
0.564462857,0.299232695,0.261185229,0.546627322
0.500854893,0.268890503,0.277973564,0.481241062
0.472115615,0.298171633,0.279529735,0.449262217
0.454654169,0.264035874,0.276567059,0.432300694
0.448233291,0.262126954,0.327728945,0.4214651
0.454699419,0.26628446,0.329323118,0.431372528
0.508605753,0.294405371,0.334833201,0.526359679
0.528723587,0.35656923,0.330738727,0.635681288
0.554765849,0.40922352,0.406799685,0.655758861
0.603539684,0.419501648,0.448314528,0.711127391
0.631789049,0.415568381,0.446329985,0.714522757
0.640049901,0.419873448,0.430323562,0.752479246
0.667310158,0.393424944,0.402789768,0.777575604
0.670625759,0.398934773,0.411620619,0.75471734
0.66557614,0.403178471,0.406432005,0.761436886
0.668331154,0.408259407,0.396387213,0.750089144
0.678478675,0.408281334,0.337481719,0.753000626
0.679327447,0.394955444,0.156472749,0.778924648
0.75785307,0.445919675,0.075691485,0.883717429
0.868498431,0.494835561,0.076837146,0.914820262
0.846122936,0.487257805,0.076914392,0.885060237
0.810618006,0.470990756,0.07725338,0.845728141
0.73464834,0.419735126,0.077222205,0.758064034
0.641531234,0.367908007,0.097265856,0.651165164
0.563178992,0.310695865,0.111854945,0.399307516
0.506081575,0.281790396,0.116030459,0.363208816
0.473906403,0.267795653,0.123699165,0.3506872
0.462492784,0.266242398,0.124686402,0.353702342
0.448151638,0.263663799,0.14434458,0.384354981
0.448346217,0.267203064,0.159804139,0.418069086
0.510333306,0.294359586,0.160430456,0.486126628
0.551899751,0.361763112,0.16556148,0.561088198
0.578971676,0.408053648,0.280638704,0.548671134
0.623828298,0.415809995,0.291599487,0.554769608
0.678220501,0.409081889,0.336741739,0.553359988
0.684777057,0.40661596,0.313862317,0.565585928
0.696894055,0.380923742,0.289178295,0.538298691
0.689724511,0.393967887,0.273449063,0.539411907
0.688424179,0.393527133,0.272712049,0.534850604
0.68427017,0.398143872,0.25874438,0.545735356
0.694901646,0.407159041,0.25333658,0.580943953
0.692670456,0.393402603,0.128794256,0.595835587
0.777649531,0.442490046,0.076161722,0.580625359
0.851003617,0.49433399,0.07703371,0.629734499
0.831957879,0.489469018,0.077141786,0.614714261
0.788443409,0.472325427,0.077304073,0.578598068
0.717269594,0.424997962,0.077225654,0.530622067
0.6330736,0.370690572,0.116709123,0.473701141
0.556838249,0.323086464,0.383823704,0.409581481
0.497018032,0.289607974,0.394381772,0.37783239
0.463009458,0.277949802,0.361307961,0.353194568
0.446528272,0.269054337,0.367561817,0.359472504
0.438175511,0.264752305,0.378245755,0.374297488
0.4374046,0.26895132,0.384997436,0.407307835
0.487795734,0.299437074,0.450133129,0.481924735
0.517946502,0.356814568,0.494480778,0.563707973
0.552013652,0.389319981,0.622618095,0.56918497
0.607257082,0.412005671,0.789025009,0.573805068
0.627942546,0.416033957,0.787563741,0.576280609
0.643057997,0.413147134,0.790536969,0.779326008
0.653616055,0.397030542,0.744341614,0.768699354
0.65790798,0.402777021,0.727327678,0.737760758
0.653104943,0.407610826,0.75192597,0.702382012
0.650654437,0.409177045,0.681762156,0.68744041
0.649667784,0.393895623,0.615164092,0.67484113
0.644386426,0.383600808,0.385098684,0.666709535
0.72589111,0.427456031,0.368227998,0.756492525
0.828267385,0.481066573,0.404358353,0.835392465
0.806545469,0.482536118,0.399236019,0.835087638
0.765572005,0.466885517,0.384203039,0.828119712
0.711954145,0.441011123,0.355170182,0.768627601
0.638542928,0.395689389,0.33684954,0.679654053
0.571594698,0.34757654,0.24951171,0.601248201
0.518357472,0.314096257,0.282503584,0.531553796
0.478301359,0.288694886,0.277489119,0.482691984
0.45758491,0.282458973,0.272451411,0.449701802
0.450580224,0.274457288,0.274340431,0.423816896
0.442191928,0.272964023,0.274897847,0.409013212
0.429178489,0.277452783,0.277179927,0.42508042
0.415934213,0.279053616,0.27089131,0.429306446
0.42219352,0.312272426,0.261382,0.467483538
0.475141551,0.354362843,0.246335365,0.54896851
0.513670214,0.378677087,0.222206896,0.618749001
0.533237826,0.391621662,0.173738495,0.646935169
0.545294948,0.390603764,0.129727903,0.672368262
0.563706174,0.388724909,0.125411829,0.671771404
0.566030934,0.385830225,0.109548657,0.479701704
0.553553055,0.378656538,0.102671726,0.493058596
0.538839039,0.383254797,0.095558848,0.52876363
0.539779647,0.383027801,0.089396723,0.553826703
0.623538958,0.433657191,0.082343642,0.73609474
0.722043812,0.48237256,0.083627864,0.79137605
0.723210345,0.476602223,0.08346475,0.78766946
0.701134771,0.462206031,0.08345137,0.776598118
0.652962006,0.430294448,0.083520478,0.724565835
0.594885269,0.39324194,0.132213513,0.657118351
0.546251842,0.341643058,0.276321871,0.425053695
0.500798087,0.307720091,0.309508654,0.384170822
0.458749818,0.28647664,0.313355939,0.357484896
0.438572541,0.277608756,0.316321236,0.35622696
0.42134446,0.269377042,0.291807018,0.375775297
0.422646129,0.268080846,0.301165076,0.3996977
0.427082976,0.271097855,0.274862327,0.419272519
0.386085967,0.276354899,0.294881218,0.433268867
0.407247801,0.314888813,0.315526633,0.45082668
0.456046121,0.358591509,0.312699621,0.493399623
0.504737076,0.382250966,0.326810816,0.509431684
0.535673778,0.391779566,0.321577372,0.509181927
0.55490633,0.400922162,0.314779687,0.512454763
0.575991532,0.400162428,0.271817853,0.494041427
0.576904549,0.39070554,0.247756285,0.488320342
0.563234028,0.384799226,0.181342577,0.503853537
0.552579548,0.387515734,0.121086512,0.549831969
0.559440756,0.390421174,0.091995306,0.576437315
0.646166416,0.447916441,0.08254269,0.610216045
0.731486871,0.493169635,0.083427575,0.62695243
0.731474737,0.498027988,0.083394332,0.610108498
0.705600401,0.476142576,0.083381917,0.58010981
0.658281464,0.442798822,0.083490683,0.533882917
0.604150939,0.403603365,0.099482484,0.496147678
0.551607269,0.347510068,0.166167588,0.586958608
0.499441706,0.308634695,0.165439265,0.52105113
0.463609336,0.28480106,0.16621297,0.466841167
0.444965793,0.276258088,0.16540078,0.43049433
0.438240732,0.267857298,0.166379947,0.418170236
0.419552227,0.267099771,0.154706979,0.416975954
0.418708584,0.26818676,0.144519695,0.409780056
0.379482933,0.269392763,0.13642296,0.417154525
0.390770624,0.309953645,0.178987044,0.443625842
0.443546611,0.350367241,0.210132384,0.531191795
0.494702626,0.378993309,0.196159888,0.594547201
0.52635076,0.392549091,0.174945884,0.646559967
0.535119908,0.392242522,0.16591633,0.670068376
0.561375492,0.397082809,0.15018634,0.680349307
0.568205137,0.384945546,0.133933901,0.671538897
0.554475823,0.387231506,0.116338892,0.642334022
0.54720509,0.388144869,0.106742957,0.647955253
0.553077262,0.381869238,0.09756829,0.672390127
0.664049558,0.450880217,0.082597038,0.77870858
0.776152345,0.49940941,0.083607104,0.844334312
0.77522109,0.49352985,0.083435093,0.847248386
0.748547134,0.476082035,0.08347213,0.82859493
0.684474427,0.423193163,0.083636485,0.743665678
0.604273471,0.373569948,0.117352269,0.635711415
0.533842579,0.317522713,0.220623827,0.405507221
0.470846628,0.285860606,0.327299607,0.367957031
0.448731546,0.267628509,0.316914585,0.350041347
0.433839997,0.261860103,0.297006322,0.351520452
0.427744934,0.260471647,0.320632621,0.37546958
0.426767346,0.266490632,0.302852772,0.402580514
0.485441181,0.298970394,0.370422003,0.48557002
0.54238071,0.347495864,0.400729772,0.564374235
0.55270385,0.403167162,0.56857409,0.562889785
0.600595473,0.41470756,0.768840107,0.575612
0.640954685,0.415151623,0.818276501,0.576524455
0.656908182,0.426744289,0.828986786,0.59116131
0.664582229,0.371800591,0.775018855,0.56965703
0.665662162,0.439502688,0.758083682,0.573538467
0.659446769,0.402410876,0.755319433,0.565762718
0.656061036,0.41067362,0.685385013,0.583865477
0.654819821,0.420067208,0.594709862,0.627511225
0.652589931,0.417053923,0.384996126,0.651645403
0.752828947,0.457639766,0.365839429,0.656892161
0.857695814,0.489353451,0.413066507,0.670176815
0.852862442,0.484199976,0.077169857,0.637901647
0.813881062,0.471727459,0.075839701,0.595001687
0.735134823,0.43543496,0.070936623,0.534835298
0.645114724,0.374331061,0.113320351,0.469367648
0.566256425,0.311581508,0.167632442,0.407808807
0.504513246,0.27986741,0.201409195,0.372778538
0.464870305,0.268343423,0.2008524,0.35309852
0.460988881,0.260903161,0.204321316,0.355934524
0.451158398,0.261234001,0.25861182,0.383888914
0.447623084,0.263336681,0.273914334,0.420594109
0.496994161,0.292420189,0.304264105,0.497622815
0.52129345,0.35076152,0.314671611,0.576935614
0.55931017,0.396935662,0.401273531,0.563525434
0.599087994,0.421733134,0.423765066,0.565147234
0.631377429,0.410024488,0.419450923,0.561436838
0.647789747,0.403490004,0.370601394,0.557657685
0.659633728,0.38834056,0.300768843,0.539236251
0.666036044,0.399151702,0.337923816,0.534723458
0.65910297,0.403113102,0.341775033,0.513948202
0.655074022,0.408515226,0.310729354,0.530206939
0.658559067,0.409702336,0.296675404,0.571685698
0.667746804,0.386998717,0.123203133,0.589742539
0.772558707,0.446616522,0.058390771,0.605100483
0.867421604,0.498080807,0.059288898,0.641864796
0.858017692,0.493812975,0.059253103,0.619691664
0.815874951,0.473174249,0.05940194,0.584724806
0.741816042,0.420451419,0.059400285,0.535423976
0.65025979,0.373293581,0.082457236,0.46899528
0.566852079,0.312433503,0.121414465,0.404395705
0.509360955,0.280765052,0.135559386,0.36884754
0.476674056,0.261109747,0.134474902,0.343639342
0.459876554,0.259560904,0.155919127,0.351961414
0.455430389,0.259639512,0.160529566,0.382314166
0.452941783,0.261869205,0.170652501,0.417660923
0.503945797,0.290356537,0.215357691,0.497976961
0.569809796,0.362222483,0.246674835,0.571685374
0.579622078,0.406076051,0.311959228,0.55822142
0.626882367,0.425630132,0.346776393,0.56100608
0.662536265,0.419243209,0.361663708,0.555962351
0.676764701,0.415233127,0.35970227,0.552211867
0.679621012,0.403466698,0.29694687,0.530244273
0.674653985,0.411129681,0.31586162,0.524311899
0.664600141,0.413274009,0.295258898,0.515762827
0.657559306,0.428796218,0.272363889,0.535912233
0.66296576,0.437186389,0.259520983,0.557473607
0.666781278,0.422686766,0.129726317,0.58890953
0.774829586,0.464997836,0.054808606,0.610665997
0.872497838,0.487419157,0.054742602,0.64187411
0.857670246,0.488348931,0.054309264,0.617211749
0.814544464,0.467556163,0.054454721,0.584738574
0.741356753,0.41562382,0.054373751,0.53072095
0.652792274,0.371586559,0.071757504,0.467841733
0.574030687,0.311468424,0.066791318,0.400054762
0.51246374,0.279245584,0.065101208,0.363704604
0.475672489,0.263996846,0.067628545,0.345315078
0.471807749,0.261631176,0.073364092,0.353980039
0.453137914,0.257585651,0.091078763,0.369937918
0.446607035,0.263015632,0.141212238,0.407340715
0.508212587,0.292390125,0.155816293,0.489483202
0.540858822,0.358640329,0.177614196,0.574963474
0.569209196,0.399507504,0.292753838,0.55709881
0.612381853,0.415772898,0.358283488,0.562782318
0.637827559,0.412206327,0.362842337,0.562050864
0.662487548,0.416328252,0.364951716,0.567772597
0.678672423,0.405774447,0.345272295,0.556081236
0.679888034,0.416000997,0.344848406,0.554905986
0.677668292,0.419751123,0.332969356,0.550333183
0.680173727,0.424383307,0.315182541,0.560885251
0.680212043,0.422948239,0.258154411,0.605096677
0.676818654,0.419639004,0.116016665,0.625657566
0.772728801,0.469578718,0.05369612,0.639671163
0.863940676,0.494829493,0.054505345,0.648509593
0.840187493,0.486428703,0.054362922,0.621615942
0.804635074,0.471161072,0.054423892,0.582586728
0.73604217,0.426655752,0.054455342,0.534781443
0.647904009,0.374858145,0.096533326,0.474454542
0.577258063,0.319130856,0.360357072,0.411512319
0.516702253,0.28553142,0.359841314,0.370997441
0.482762692,0.269116672,0.330412706,0.356375
0.462829108,0.267310218,0.307070633,0.35391104
0.455069075,0.261562912,0.324661021,0.378245655
0.449490793,0.269562803,0.327967719,0.407951502
0.489907172,0.298961844,0.386462911,0.492990002
0.520636331,0.353259443,0.423333521,0.563907034
0.546454872,0.390961221,0.602383948,0.544975963
0.581391486,0.410928474,0.766027717,0.555666838
0.616881394,0.403204122,0.815864068,0.55979309
0.6441804,0.415310493,0.808855474,0.558430765
0.654350997,0.388070261,0.72560322,0.527795052
0.660679678,0.295220406,0.711327531,0.522304369
0.658943241,0.476783572,0.712480848,0.524432323
0.662798845,0.435837789,0.691635558,0.5415891
0.656804501,0.406751661,0.616248645,0.582178565
0.653473227,0.381272511,0.384427192,0.616718714
0.752381755,0.441991372,0.364439751,0.62538489
0.832795058,0.473723122,0.405061088,0.630872496
0.823087542,0.471188791,0.400146147,0.607339063
0.785683953,0.462923151,0.387660782,0.572807903
0.724592619,0.425341491,0.360640331,0.535098093
0.656223582,0.390361736,0.360443836,0.489592288
0.59045958,0.328847285,0.168771413,0.427235504
0.529431733,0.293669082,0.185208346,0.385501401
0.488229817,0.272781433,0.179126502,0.367863575
0.466233006,0.268018374,0.189446623,0.359027331
0.448035679,0.263225252,0.175510542,0.383500673
0.441704181,0.260843033,0.181722326,0.409656716
0.446863115,0.273966888,0.172054593,0.440148762
0.413169087,0.28938677,0.165386779,0.46615304
0.439852398,0.317357362,0.161924829,0.477551236
0.51158225,0.355429008,0.162545145,0.466639596
0.573484436,0.380278885,0.161734472,0.458572869
0.610517791,0.397942388,0.151421248,0.46992377
0.637977863,0.403388228,0.139180036,0.470714505
0.650927706,0.399249754,0.121424948,0.472949602
0.644533877,0.392091651,0.100977684,0.509936057
0.625972672,0.394453736,0.092218769,0.561406387
0.614028549,0.393708344,0.090818057,0.59488596
0.613547916,0.396693496,0.088207266,0.512579722
0.717900855,0.450797886,0.087548671,0.454097248
0.797658375,0.48343969,0.088593981,0.468647046
0.791505639,0.472646338,0.088504527,0.455563153
0.767068759,0.455202109,0.088680814,0.438560004
0.713889964,0.424293943,0.088677159,0.436073287
0.655842297,0.387439608,0.101508685,0.529600688
0.591674902,0.346428871,0.097795408,0.601258163
0.533029163,0.307527158,0.097155159,0.532771321
0.491705797,0.285340004,0.099555247,0.473926359
0.461585437,0.273085657,0.099459448,0.443942978
0.445116602,0.2706691,0.099754708,0.426516279
0.432837275,0.267159071,0.097977489,0.418839494
0.429457753,0.273949374,0.098357445,0.429210722
0.369977796,0.275503732,0.095409942,0.417128286
0.399694228,0.304263846,0.093759421,0.450490512
0.446086786,0.337612979,0.093238835,0.530996055
0.506280885,0.373005078,0.094397118,0.59978505
0.543544787,0.393017288,0.092485062,0.649039558
0.568424959,0.406300978,0.09059887,0.677887047
0.600242609,0.4086883,0.092427817,0.705146993
0.605011266,0.399525846,0.090921305,0.694864928
0.587115377,0.39194147,0.092814256,0.688434822
0.575512164,0.389072988,0.091983581,0.682576711
0.582412663,0.400514368,0.088192782,0.672256989
0.700075025,0.45422448,0.087559155,0.792907309
0.789588238,0.493286857,0.088516321,0.868227966
0.788475803,0.4872436,0.088485215,0.876917951
0.764169111,0.462824271,0.088487215,0.84674215
0.705144651,0.415143901,0.088725369,0.760650039
0.617992529,0.369109459,0.139898014,0.653037612
0.548257396,0.318496342,0.212564405,0.409392868
0.489095995,0.282761405,0.231322593,0.369832071
0.453356797,0.243157051,0.246004722,0.35197753
0.45031768,0.264435117,0.255759289,0.353192625
0.426960949,0.273923171,0.263052799,0.375095268
0.426126298,0.257120489,0.318352817,0.404830836
0.485439989,0.300707756,0.359907318,0.486021185
0.540601009,0.345785532,0.358686963,0.571979673
0.558895084,0.392480413,0.397394658,0.551307106
0.613887851,0.374607842,0.418356231,0.561411084
0.648726599,0.433816337,0.418693218,0.571639375
0.676692871,0.420173535,0.428629659,0.57727332
0.675954137,0.38978211,0.38148769,0.56206204
0.665789245,0.387767277,0.391435166,0.556878288
0.656830286,0.391203249,0.404504018,0.545110559
0.653241415,0.394934758,0.334147984,0.558040662
0.650797012,0.41229114,0.308138427,0.597511404
0.660412801,0.388920462,0.164223944,0.599045255
0.780893195,0.450281008,0.049499226,0.616638539
0.86601712,0.397995621,0.04995298,0.642751903
0.851520976,0.48001544,0.049958704,0.619635784
0.811893854,0.542433463,0.050109266,0.587060973
0.740429434,0.413770615,0.050143751,0.53597783
0.647093843,0.362878924,0.099496967,0.466328129
0.565233298,0.308007629,0.215795995,0.408508839
0.50640302,0.269540049,0.236646664,0.371278215
0.481283995,0.257614888,0.241641541,0.353860101
0.463108444,0.249767108,0.244914582,0.354082485
0.455521539,0.248548004,0.263285366,0.37411511
0.449924947,0.252962155,0.289170984,0.404647568
0.508764724,0.287615758,0.282645731,0.490601439
0.566794767,0.362484232,0.280051286,0.579352603
0.576217277,0.404241602,0.357097204,0.571498137
0.615082697,0.406384275,0.384273113,0.580940957
0.643713274,0.4144716,0.384836253,0.577188853
0.657830553,0.408085229,0.341537707,0.577779475
0.663695539,0.391642348,0.317055836,0.556234541
0.660116021,0.374955094,0.36218119,0.551134041
0.655797011,0.372168254,0.37898063,0.549691703
0.650911347,0.384967198,0.343671363,0.569096616
0.651204262,0.384743512,0.338235561,0.574131194
0.66011631,0.373931956,0.12955134,0.605107205
0.75964263,0.440917898,0.039805422,0.623690932
0.843563223,0.463978283,0.040443463,0.628223405
