L1,L2,L3,L4
0.645693946,0.308103612,0.016347134,0.447221321
0.560317443,0.298495026,0.0200591,0.403848249
0.510025621,0.268122633,0.046956784,0.375003594
0.478945693,0.257729075,0.056340017,0.362785428
0.462365701,0.262110267,0.051786754,0.345975184
0.461720356,0.26086565,0.058845973,0.365126858
0.505306042,0.272851904,0.049779589,0.353984412
0.541449925,0.31241392,0.017698809,0.366669374
0.598538241,0.356702862,0.015892691,0.428258909
0.668837355,0.335219314,0.060929143,0.441178159
0.712654996,0.349904561,0.073548586,0.501420513
0.722626031,0.084581042,0.073924404,0.529497594
0.7101466,0.638309841,0.073080211,0.53061737
0.696914712,0.982946463,0.072922339,0.536261358
0.674253018,0.976632494,0.070223197,0.552682712
0.664817544,0.969443775,0.07289013,0.813636484
0.668465062,0.427316606,0.066490195,0.587112317
0.687895515,0.420392532,0.022274486,0.627520052
0.847471588,0.498083013,0.422004193,0.665710183
0.93413452,0.511253895,0.008931065,0.906145988
0.937715879,0.51127003,0.463799537,0.662648231
0.922737694,0.501644481,0.009008518,0.635965707
0.864459697,0.463003689,0.412896358,0.589895519
0.779715864,0.418353014,0.016391965,0.756194097
0.670621534,0.350121628,0.030831734,0.453078136
0.580732563,0.307014693,0.027478825,0.399247101
0.529108086,0.28641734,0.031996085,0.367082477
0.493125448,0.281286067,0.071680396,0.371294655
0.477344536,0.271786566,0.092795496,0.387876278
0.480600334,0.278770905,0.088739025,0.409819334
0.515843767,0.294620645,0.086455152,0.513130985
0.558880675,0.33381362,0.090829644,0.522621667
0.60695485,0.361712086,0.102438055,0.567695661
0.678587738,0.405333831,0.145926131,0.601727469
0.700227785,0.404056116,0.176047818,0.815196817
0.698001904,0.425148558,0.183227045,0.626995433
0.684655788,0.401738024,0.165787977,0.607858337
0.67088982,0.420147332,0.175723107,0.613453896
0.645541728,0.420068863,0.149030264,0.852140997
0.635771736,0.415443988,0.136156391,0.637881482
0.640136429,0.435242855,0.117396134,0.67282372
0.662757386,0.426401312,0.039783489,0.699067874
0.811205642,0.509265403,0.008425446,0.924340098
0.897202427,0.528804865,0.434991453,0.678419117
0.897502673,0.532453491,0.429058032,0.659366487
0.884960477,0.529663341,0.008971688,0.634764298
0.832682132,0.484873931,0.391724495,0.845662462
0.752393059,0.437706715,0.083753596,0.524684348
0.658154128,0.365042007,0.161578186,0.456453823
0.569855624,0.320483731,0.167091717,0.412601726
0.518953522,0.299895893,0.171347512,0.388309547
0.487745753,0.288265717,0.193564891,0.388524723
0.468951437,0.282500897,0.183934332,0.408937896
0.468934427,0.265499627,0.194038784,0.420332528
0.50780837,0.303808199,0.1897314,0.52168435
0.53212326,0.339833984,0.215079328,0.475550103
0.580835413,0.385853807,0.226967551,0.539922839
0.634203009,0.419281409,0.219392781,0.567672014
0.663100571,0.436660685,0.2543852,0.818402192
0.665130538,0.453642096,0.232707925,0.551260216
0.668399553,0.439891036,0.223016397,0.552461786
0.665337865,0.451125969,0.232706132,0.576306525
0.645206921,0.460990512,0.203967569,0.836869869
0.640588785,0.467766196,0.508207673,0.552980493
0.629179139,0.474332123,0.164968545,0.648241696
0.634647853,0.468772647,0.061765681,0.675422115
0.768836253,0.509270505,0.394644754,0.919006201
0.84504907,0.522633768,0.425100808,0.685386152
0.835998383,0.524388369,0.009014588,0.668662076
0.817436961,0.516521006,0.008966171,0.641549604
0.766913218,0.48856917,0.008792366,0.834206524
0.707929386,0.445539463,0.380113118,0.545035972
0.634590938,0.375530997,0.17012226,0.669976702
0.57041567,0.333641373,0.164039518,0.578382001
0.526953925,0.30559176,0.15453614,0.525221682
0.494501908,0.290237385,0.157818147,0.496007169
0.47574486,0.281164984,0.142389073,0.474814276
0.466526715,0.283560028,0.138115898,0.468800512
0.476092848,0.283137065,0.156051274,0.48781192
0.470056469,0.305913913,0.141941596,0.459391625
0.471595222,0.329010982,0.139090099,0.258697132
0.531904485,0.368641262,0.148430501,0.344181211
0.582190711,0.385618812,0.129722041,0.70369526
0.606439368,0.413448462,0.108406582,0.592013756
0.609761939,0.431635601,0.094016679,0.85721712
0.608990667,0.433909838,0.074523133,0.618549293
0.600044817,0.336219973,0.076662031,0.861543972
0.587455131,0.351549939,0.059749618,0.62079257
0.566317204,0.37556506,0.052796544,0.654721851
0.573117669,0.408068267,0.016336651,0.8681946
0.71121346,0.478402471,0.00872781,0.940752949
0.791794293,0.487077283,0.008898097,0.948168154
0.802541115,0.487374337,0.008995345,0.933833371
0.795232065,0.445857064,0.409680493,0.908029207
0.755346913,0.466746644,0.383189249,0.856677357
0.70423474,0.45724866,0.360193957,0.560486077
0.633063416,0.35927829,0.015851447,0.494197485
0.560553119,0.304076567,0.018140906,0.436394148
0.511773831,0.296422272,0.010629865,0.400714463
0.475325693,0.276916597,0.009133837,0.391203941
0.454892372,0.269313604,0.010858639,0.397153403
0.44781192,0.25973522,0.009173494,0.41150001
0.459283031,0.263926651,0.009387784,0.465782454
0.452830518,0.258130939,0.008973688,0.436125522
0.426259556,0.214159322,0.006622432,0.449641873
0.46591073,0.31203095,0.006443661,0.483879787
0.518866128,0.370855096,0.008160532,0.649259188
0.552278219,0.298088888,0.006327861,0.557045117
0.570249621,0.317190631,0.006314067,0.555893838
0.597697992,0.367874081,0.006399521,0.555884039
0.605456074,0.386535761,0.007096876,0.774028068
0.60373336,0.384399294,0.007335444,0.565693476
0.60003633,0.394333204,0.006457524,0.595648836
0.640948257,0.419805045,0.006676642,0.628612941
0.78500737,0.494435766,0.009070867,0.888713701
0.841467819,0.504754026,0.009051004,0.677474349
0.854495378,0.515435258,0.44824342,0.673862106
0.846693743,0.507173893,0.009258328,0.65162702
0.793797535,0.474813973,0.391654491,0.853710076
0.727092601,0.431426809,0.019363193,0.527888752
0.632084817,0.361049577,0.031396736,0.462347568
0.550585514,0.315553804,0.010059483,0.404846304
0.510117926,0.286898913,0.024018876,0.377382115
0.477382347,0.277091464,0.056816393,0.369931277
0.462624706,0.266444571,0.272751845,0.381095751
0.459795118,0.271451175,0.055646523,0.407522526
0.500008107,0.290692067,0.054523002,0.505949098
0.537715951,0.329282385,0.055118075,0.535007228
0.562399449,0.377717938,0.075023855,0.579062192
0.642767466,0.399334843,0.096221168,0.615005482
0.706273734,0.421347268,0.057920396,0.839413275
0.72936124,0.433870397,0.028228047,0.640769964
0.728035231,0.378720803,0.00989092,0.622830389
0.723602247,0.423533106,0.011079895,0.628590752
0.697167794,0.493147018,0.012150033,0.839793985
0.688994191,0.436592282,0.010153903,0.639341879
0.69138363,0.442132313,0.39219694,0.67301047
0.716275755,0.41921218,0.012101065,0.674507311
0.858521076,0.511220797,0.431928012,0.9188976
0.936292183,0.528619931,0.009218256,0.692068364
0.929169117,0.520416349,0.476872734,0.681089507
0.913092545,0.425264814,0.009356058,0.655150827
0.851476376,0.407957251,0.427056867,0.878335184
0.763340924,0.388305393,0.010191975,0.539438551
0.664785547,0.334051373,0.009431028,0.472619671
0.580715517,0.303220022,0.010597932,0.416985996
0.536392,0.273435254,0.01593559,0.389055092
0.501379114,0.264878766,0.04759993,0.386579308
0.481861483,0.261726884,0.055485202,0.404536538
0.483174636,0.264182194,0.050520051,0.433721005
0.519773331,0.278975285,0.057903636,0.525581659
0.554862272,0.320065043,0.051100158,0.540959282
0.59145053,0.358449189,0.05702013,0.576902167
0.667737668,0.386163134,0.072486931,0.566444933
0.72539159,0.405616956,0.074847637,0.831753416
0.737992471,0.414838849,0.059091299,0.594806271
0.728540348,0.398524359,0.065565445,0.571746517
0.717923715,0.393806534,0.071396722,0.557337876
0.70680507,0.386443501,0.069749304,0.814383568
0.71717718,0.394135031,0.080943896,0.602175072
0.732835523,0.391019418,0.106705023,0.641232225
0.760753548,0.387228885,0.031524399,0.648151722
0.891769068,0.464042411,0.009669458,0.937225821
0.968093438,0.485165468,0.470403278,0.68324694
0.969017831,0.484445314,0.010090589,0.672180458
0.951260906,0.480312356,0.474133866,0.649979709
0.888001508,0.450306107,0.010328535,0.883200989
0.795906157,0.414883255,0.389263921,0.548881613
0.691890697,0.340863052,0.390227225,0.465961511
0.597836884,0.299869415,0.382040347,0.413066497
0.546194494,0.281154365,0.35730639,0.384546672
0.514121595,0.263185672,0.335890167,0.38613624
0.492440595,0.261410248,0.343683709,0.395467058
0.495354688,0.264147717,0.349002401,0.486006122
0.532940035,0.28013964,0.383150626,0.474285931
0.558809495,0.315686195,0.421045234,0.552060264
0.597523601,0.34666428,0.467527228,0.588137422
0.654539184,0.37719182,0.536214808,0.617737178
0.693760068,0.390487094,0.585986604,0.629583867
0.703408503,0.408511502,0.577510672,0.635203641
0.707729968,0.394846221,0.555062313,0.610458595
0.705065093,0.386869498,0.541040778,0.829199643
0.688973065,0.384506724,0.54930042,0.578059196
0.677432183,0.386259807,0.533038188,0.591386124
0.68014787,0.392868624,0.481676978,0.627577795
0.704745093,0.375500243,0.385698792,0.768530581
0.854331063,0.452675638,0.009157286,0.671319833
0.952572687,0.471557281,0.473794809,0.681997913
0.962899763,0.473264579,0.009615592,0.663467797
0.946556928,0.462651473,0.458926668,0.941833285
0.885005691,0.435203551,0.009517586,0.598559427
0.791810941,0.399266165,0.380121463,0.762011959
0.689618519,0.332483775,0.134145708,0.466501922
0.595628156,0.293312452,0.162814266,0.410753088
0.540573888,0.272505479,0.159511982,0.379119157
0.511013176,0.264842772,0.149089579,0.381780963
0.493050982,0.262022144,0.152524354,0.396354003
0.490568263,0.260410692,0.157937052,0.419331962
0.528425219,0.275653086,0.135222813,0.531136482
0.550021677,0.317695512,0.12636396,0.53616863
0.599617921,0.351878711,0.150569399,0.585324984
0.66014874,0.386609404,0.175642895,0.615026214
0.706385036,0.394474973,0.186059643,0.856065922
0.710222619,0.403301484,0.191146044,0.690991267
0.703986894,0.373465552,0.162734399,0.678915715
0.692731379,0.379376555,0.181464171,0.685003175
0.674195418,0.37621433,0.18205552,0.889643325
0.666569185,0.387571448,0.172516692,0.683106351
0.665350613,0.399427104,0.138925537,0.701598647
0.688771444,0.389792453,0.034064979,0.697541555
0.829597078,0.444952114,0.021550784,0.981799816
0.92284282,0.462724288,0.448407707,0.680873278
0.927141787,0.46372867,0.021973156,0.661596483
0.924298006,0.458641528,0.448597167,0.636429992
0.876209819,0.425187586,0.022002468,0.86451676
0.787801458,0.386289596,0.393402536,0.541624086
0.696385615,0.327667347,0.111699418,0.470294113
0.614545764,0.301991264,0.176591716,0.42072004
0.547259477,0.270970428,0.220518234,0.506195534
0.512779876,0.2629373,0.214651231,0.383552504
0.494768605,0.259315429,0.228206252,0.467552375
0.490869701,0.260455236,0.201549135,0.478478835
0.525752326,0.27047396,0.186647888,0.514988046
0.541513737,0.306596005,0.150172546,0.605642838
0.598072559,0.355251245,0.195242724,0.580905161
0.655600483,0.376982062,0.239571682,0.758416561
0.694143916,0.378764244,0.264477237,0.808230753
0.692931411,0.390349325,0.252202575,0.840744421
0.689631664,0.366253389,0.202607135,0.606532698
0.684388225,0.380135875,0.194765038,0.841751466
0.664276169,0.37974863,0.210506961,0.794584098
0.657385203,0.374418495,0.207542492,0.764846991
0.647739766,0.380855891,0.182969235,0.616336304
0.655874547,0.358896285,0.062400205,0.753358659
0.77680141,0.430551095,0.021404085,0.870970271
0.86436183,0.446599422,0.43036929,0.900106876
0.860404747,0.442298906,0.435314577,0.636491379
0.847257545,0.431444323,0.426062733,0.896684947
0.807958439,0.412613707,0.021758522,0.836762078
0.74611147,0.378733215,0.387435388,0.76066413
0.668070958,0.314843303,0.091028553,0.465177012
0.59948181,0.281612495,0.099463517,0.428748785
0.552555208,0.26724485,0.104896285,0.392211634
0.515944596,0.254682141,0.093961434,0.391218437
0.496503236,0.251362977,0.098487798,0.399540752
0.481834976,0.250736876,0.095260415,0.426045029
0.480367691,0.255415811,0.084809665,0.507079887
0.455015122,0.270793906,0.067837318,0.482904083
0.47305727,0.287736289,0.085090235,0.4953567
0.530884356,0.324761492,0.088080913,0.534500507
0.573032334,0.329533652,0.095714445,0.718622204
0.592973935,0.362597041,0.084547717,0.563105447
0.605220218,0.38099504,0.067495709,0.554481707
0.618078731,0.360793759,0.046440682,0.539282493
0.608155979,0.357675112,0.041602091,0.737743427
0.591258804,0.350628025,0.357192176,0.540638177
0.578995836,0.353271303,0.33697672,0.568500407
0.587355928,0.349500767,0.306750061,0.588583
0.725036271,0.420262485,0.374182524,0.860567296
0.82591713,0.446199351,0.416263543,0.669805905
0.84480693,0.442065704,0.418739911,0.658840653
0.836494291,0.426193623,0.412934774,0.630210284
0.805663545,0.400504853,0.389719537,0.841226199
0.740484363,0.376347824,0.376125892,0.540423568
0.671657662,0.319934858,0.027934303,0.679661341
0.59847544,0.287648442,0.026849474,0.59792556
0.541283768,0.268504499,0.026796298,0.531365588
0.505138909,0.255234324,0.03136363,0.502164438
0.478533893,0.247028536,0.029484611,0.48499851
0.469632318,0.246941102,0.023521395,0.472132304
0.467935785,0.249492534,0.023651059,0.438598715
0.449332906,0.256557825,0.020598308,0.477423361
0.423847944,0.267155072,0.267303214,0.45914697
0.468431441,0.295436921,0.319961129,0.553358854
0.500103338,0.329073041,0.350789069,0.533658266
0.513732907,0.338923379,0.359704822,0.572098153
0.533292646,0.343063922,0.018366645,0.585032224
0.556348913,0.347678867,0.019687214,0.593728688
0.557755491,0.3500615,0.019196561,0.584785545
0.544312845,0.344460927,0.020384294,0.597592956
0.53750151,0.354897925,0.025450624,0.642732062
0.583904577,0.364364329,0.018368094,0.808000109
0.731124871,0.434250471,0.02126311,0.885174587
0.845038091,0.448695206,0.021595338,0.911509444
0.863100788,0.439243835,0.021617409,0.926926426
0.853556107,0.426243407,0.021614098,0.889332343
0.799450572,0.395676978,0.021709277,0.570516521
0.718207096,0.361071367,0.023472081,0.708234535
0.628595692,0.300757403,0.08738204,0.455153127
0.544365751,0.269220103,0.088353827,0.410417568
0.501498577,0.250220687,0.087425353,0.385072101
0.476638412,0.248753348,0.097421177,0.384833682
0.466044169,0.245904725,0.109939786,0.400481551
0.467784109,0.252999528,0.097585739,0.425751459
0.545646258,0.277206617,0.09368183,0.50276826
0.616691762,0.325371044,0.090146841,0.552064151
0.629810002,0.357898936,0.15440227,0.569208051
0.673286445,0.373625249,0.26463035,0.601314609
0.698634862,0.383062278,0.256194973,0.800696906
0.706700738,0.399856962,0.27941621,0.638039078
0.692304267,0.38090347,0.234336169,0.642329325
0.680273002,0.389495124,0.241848865,0.630408292
0.669370388,0.392779397,0.249355837,0.868205776
0.660158382,0.397330768,0.231107338,0.667509502
0.661994781,0.398320256,0.207309097,0.710345483
0.675683865,0.403398847,0.06425067,0.73819192
0.795139326,0.445014586,0.020731627,0.930424886
0.893603553,0.450008502,0.021512092,0.697754302
0.887472159,0.458332891,0.419424231,0.678708718
0.863573439,0.448138611,0.021765832,0.643802275
0.803162336,0.401719407,0.356812565,0.815198032
0.713140901,0.355470656,0.323953182,0.512738048
0.618953179,0.289993426,0.124158368,0.445893495
0.547883371,0.262016076,0.331390494,0.401832053
0.511352027,0.251831174,0.317986448,0.380303558
0.488472354,0.248223369,0.305438665,0.378068623
0.475044731,0.246000709,0.128555827,0.407689435
0.479544849,0.251503229,0.314125024,0.456137254
0.551569856,0.270172218,0.12301988,0.494500449
0.618913346,0.338697072,0.17009481,0.578844667
0.625122636,0.382974569,0.238334636,0.597425236
0.662510841,0.392437524,0.230762005,0.756611087
0.673122563,0.397343593,0.245968306,0.645351108
0.672551864,0.409392457,0.220423193,0.654774896
0.678436856,0.396291495,0.238727903,0.63844878
0.682050212,0.402777711,0.221610926,0.886850323
0.670346856,0.398017272,0.209902921,0.637477449
0.677005757,0.418334811,0.168822175,0.653963591
0.67649042,0.413992784,0.142842827,0.672139885
0.68676311,0.418282268,0.058976464,0.820338051
0.784093522,0.473498746,0.020866187,0.669555905
0.87730037,0.502461585,0.024145712,0.679087079
0.866073024,0.563391307,0.024574015,0.662783638
0.829808558,0.473957979,0.392008445,0.904255156
0.762376517,0.48701357,0.024497252,0.580228777
0.682432507,0.426133909,0.065475991,0.729880134
0.597814349,0.357865011,0.168312004,0.45061369
0.533232661,0.320420707,0.173088798,0.406329702
0.502803171,0.301165059,0.191577589,0.375317491
0.482220992,0.297780112,0.17896325,0.375830529
0.469604835,0.288673235,0.168676028,0.399203207
0.471314477,0.294627127,0.153157982,0.425981294
0.540358436,0.320163785,0.106662745,0.527705159
0.62212021,0.359283806,0.110583759,0.560582854
0.618578901,0.37715555,0.17680435,0.584651677
0.67623954,0.362282611,0.251875795,0.563103503
0.697777531,0.408260786,0.267009333,0.837108288
0.696524977,0.437100473,0.265289014,0.651180632
0.685805456,0.389213516,0.232887523,0.631048233
0.670044082,0.40969944,0.247304807,0.628230046
0.664454027,0.399459374,0.264181562,0.616800428
0.657382387,0.42521034,0.262235987,0.647884796
0.65991292,0.413165476,0.229962918,0.678194546
0.66913612,0.415708771,0.092452577,0.708897476
0.786281123,0.394679077,0.035532109,0.932039154
0.88755977,0.418825486,0.427561451,0.664719821
0.887981935,0.395786338,0.060119435,0.655370458
0.866086061,0.396638608,0.415453559,0.621722761
0.80546048,0.405461396,0.066167071,0.862673547
0.713768262,0.368586651,0.349839076,0.534712606
0.61994691,0.311362925,0.162452794,0.466242609
0.544897195,0.280161705,0.142552946,0.421700603
0.508660789,0.261819144,0.150848452,0.396633643
0.490592423,0.253674725,0.165387261,0.391267595
0.476066919,0.252191113,0.167310421,0.41850203
0.481726347,0.231954665,0.149749691,0.437601064
0.552859499,0.276201132,0.14307829,0.539088859
0.611655939,0.349755345,0.13521095,0.57588751
0.627724819,0.354987152,0.136564073,0.589871224
0.667355914,0.445248202,0.174199077,0.611318652
0.669222251,0.418655722,0.181757018,0.802786879
0.676782504,0.428704647,0.158698481,0.636273611
0.669158691,0.421180399,0.160646194,0.621928867
0.653882752,0.425669022,0.159008639,0.613972441
0.646362512,0.421948132,0.201504719,0.801463426
0.64188547,0.429160708,0.130738314,0.61585898
0.649496246,0.422830052,0.054316023,0.648413141
0.65943301,0.420970228,0.086968289,0.639323415
0.778721122,0.478484388,0.070454937,0.899366999
0.874281042,0.50452965,0.070851376,0.677229208
0.880516587,0.561692145,0.070690814,0.66804311
0.855055135,0.543606506,0.424609052,0.63968898
0.793875323,0.458509964,0.385895701,0.863707398
0.714204078,0.407994072,0.3575193,0.531164503
0.618527078,0.328602775,0.103465847,0.459444022
0.54544182,0.293397679,0.108928065,0.409801031
0.507310115,0.276546591,0.103181552,0.390272454
0.48307016,0.268564765,0.101101003,0.385602065
0.468917924,0.26762975,0.121911738,0.410413923
0.469608772,0.269605831,0.10955114,0.433685857
0.534964585,0.294230918,0.112400291,0.490004743
0.61061165,0.361863785,0.110519203,0.566075643
0.626063316,0.424265672,0.194488882,0.583722944
0.663164203,0.439891174,0.246290051,0.604801568
0.676149799,0.442157551,0.704945115,0.818554768
0.680966306,0.442866948,0.264166458,0.6532719
0.674845349,0.421279141,0.657055718,0.633745915
0.655442414,0.427593662,0.185851699,0.626623794
0.655488242,0.421876834,0.664794844,0.849205868
0.65684354,0.421629565,0.655562104,0.627021348
0.651242145,0.422203124,0.187741408,0.646192782
0.652029994,0.399937914,0.119946783,0.648474689
0.755005858,0.456959605,0.069540118,0.899916076
0.851432787,0.484932128,0.070230232,0.658105555
0.8471132,0.488459395,0.070170642,0.648601349
0.827698095,0.47691086,0.070276994,0.624783416
0.779420421,0.454882852,0.070227818,0.849175984
0.715136235,0.416274882,0.084872704,0.544835616
0.643819375,0.3362208,0.181232225,0.48405358
0.57333388,0.305973903,0.201924194,0.430830579
0.532196534,0.287123979,0.223575812,0.397078006
0.498433927,0.275556689,0.226656289,0.391091372
0.481525665,0.269524189,0.230001541,0.404929152
0.472914514,0.267512942,0.210243702,0.423202627
0.486150158,0.2744275,0.210577724,0.49265918
0.453803447,0.288594627,0.189020526,0.477542489
0.479256701,0.299926233,0.178814068,0.502081915
0.535687501,0.355236903,0.193798561,0.543764917
0.57997151,0.376091868,0.182231394,0.566026323
0.604273038,0.39486608,0.172482414,0.573752671
0.619511961,0.406362761,0.124917383,0.566989151
0.6373691,0.396568275,0.10977881,0.53286089
0.628224158,0.387683429,0.107034148,0.510205817
0.610480125,0.3820339,0.111744386,0.537653323
0.591132263,0.389806244,0.103739244,0.562403714
0.590374822,0.384705725,0.091710736,0.577463391
0.696361383,0.458665938,0.084746834,0.644689706
0.794385605,0.486273557,0.388396623,0.668947305
0.793670633,0.486329685,0.390544556,0.6619746
0.778721592,0.477532824,0.382822467,0.635794181
0.736137546,0.4535548,0.36378895,0.835229442
0.682352986,0.421889383,0.341961804,0.54596349
0.620733747,0.343837033,0.155962026,0.490532926
0.56644212,0.311320587,0.150618644,0.439402164
0.524372075,0.249188034,0.14751989,0.411206764
0.494282989,0.183882636,0.151795065,0.39958505
0.477622717,0.091841059,0.135218054,0.411125698
0.463363874,0.002963776,0.128158766,0.477542732
0.464374397,0,0.109506861,0.442232338
0.428931582,0.001414934,0.114610228,0.459972609
0.434734163,0.00091819,0.091295329,0.467215641
0.477806065,0.000489297,0.097608775,0.507495177
0.525043097,0.21517653,0.086499155,0.538791159
0.553079032,0.377516317,0.096067571,0.556272684
0.565982506,0.375574024,0.092021515,0.558568763
0.585817934,0.378750867,0.09377556,0.548148053
0.58456509,0.368285047,0.092796668,0.540874086
0.572100971,0.363826075,0.084391362,0.55088971
0.56337534,0.358292525,0.089036837,0.589172973
0.578668433,0.355012665,0.093326841,0.622202352
0.704397033,0.424237539,0.336628077,0.684254633
0.818106466,0.460791924,0.387319174,0.709669423
0.831758642,0.482848893,0.388696436,0.694833668
0.827818388,0.475121369,0.381754328,0.661876285
0.770422423,0.44042929,0.343367275,0.586991488
0.688523129,0.392093306,0.314101436,0.728173462
0.604416588,0.304849265,0.201567206,0.442973267
0.521725293,0.268704328,0.22049837,0.391223863
0.483749452,0.248433126,0.227457376,0.373672853
0.465693689,0.245777161,0.241879143,0.375266065
0.455218981,0.23994311,0.259630369,0.394925594
0.459459987,0.247592165,0.268903732,0.426947928
0.529568278,0.278997764,0.274669004,0.57767549
0.605017297,0.360012925,0.274525202,0.608948715
0.609930913,0.419937575,0.332369592,0.59879728
0.653305444,0.432108625,0.347927917,0.628354843
0.673474234,0.430278451,0.729506302,0.647200799
0.678304862,0.42403247,0.370357172,0.661761449
0.674717039,0.418441827,0.311044754,0.657355636
0.661829563,0.420188429,0.307892066,0.65299469
0.644604659,0.405400165,0.303718691,0.654194802
0.642396293,0.406603824,0.281993689,0.674347528
0.642443132,0.416112841,0.282018656,0.687716568
0.654538317,0.42324874,0.153252815,0.603213377
0.765651635,0.469799784,0.084460746,0.587272181
0.871537837,0.484138745,0.085149963,0.712469065
0.870685418,0.484872414,0.438415469,0.698383634
0.85136298,0.473991629,0.085299766,0.656208731
0.784207532,0.433819923,0.373544138,0.871161152
0.697470893,0.391127124,0.116597737,0.522685807
0.613197473,0.300692587,0.1924942,0.45296905
0.547627905,0.271402217,0.238044893,0.404093065
0.51242109,0.259367558,0.235729156,0.387791244
0.48981855,0.253766296,0.274873707,0.383680541
0.472772083,0.248767001,0.284310598,0.468212482
0.483527716,0.254333235,0.319016791,0.439189984
0.550270028,0.214131464,0.312974604,0.521239176
0.634191669,0.293951379,0.290581145,0.616644937
0.65303268,0.341932251,0.340231277,0.605447422
0.696135097,0.363958052,0.368058815,0.623268597
0.709744334,0.352068196,0.373146526,0.624811275
0.700551721,0.353478579,0.384102757,0.635167116
0.689121094,0.348849015,0.353345856,0.89555602
0.672543558,0.41681093,0.34095898,0.620476406
0.659510292,0.377054878,0.341060366,0.599303434
0.656807173,0.40906727,0.337469511,0.612395992
0.657549375,0.415410338,0.313173031,0.824724589
0.666265363,0.402486036,0.1696334,0.66572719
0.7826894,0.467161884,0.084960572,0.678878462
0.900028728,0.487924865,0.085044301,0.69907824
0.90561138,0.497263289,0.43060365,1
0.887536441,0.4807458,0.419807774,0.651245501
0.821623543,0.443155175,0.373816569,0.589810728
0.724147667,0.396679705,0.338401572,0.521405843
0.624716109,0.314100808,0.190865336,0.451023311
0.551890072,0.281629044,0.208893614,0.409797873
0.515369346,0.264971302,0.219677765,0.385670335
0.492726324,0.257368998,0.229847876,0.384316919
0.480280297,0.253519165,0.241314762,0.400040023
0.486581785,0.258833993,0.24848847,0.433504775
0.547354852,0.283443083,0.436185669,0.582039677
0.62866019,0.362501608,0.491639214,0.62096774
0.647688991,0.423096766,0.570472145,0.619121612
0.709577779,0.424064327,0.6603729,0.63549721
0.732556873,0.420626286,0.687780617,0.866661721
0.719299055,0.42184015,0.666080169,0.648695858
0.705467143,0.410348572,0.611173832,0.620484423
0.681472687,0.411454454,0.596717924,0.621344238
0.662516149,0.402014529,0.595717376,0.832304922
0.657852474,0.399384352,0.562909583,0.60439543
0.661662069,0.400084648,0.536983272,0.649768501
0.671028459,0.393616084,0.367291455,0.652200958
0.784187489,0.458044526,0.382498997,0.882646325
0.900065203,0.490094154,0.437845087,0.696986323
0.906935836,0.484600598,0.085043129,0.690030626
0.889877271,0.48039179,0.430797042,0.65490763
0.821643406,0.435229478,0.084985953,0.873818828
0.721819151,0.38977287,0.349452844,0.52355704
0.621746437,0.308188426,0.233565774,0.448167222
0.550135976,0.276860055,0.285994018,0.407550222
0.511689398,0.265671736,0.305276447,0.383988849
0.491330977,0.257694323,0.307571149,0.38571844
0.479586632,0.260162596,0.286105267,0.404700532
0.485007171,0.262285962,0.318753188,0.428401442
0.551572095,0.284314522,0.308909443,0.594722695
0.633909768,0.356936616,0.274967507,0.624475108
0.626684177,0.41628688,0.337598347,0.605186894
0.661076203,0.418505127,0.332395732,0.601622918
0.683588965,0.421271557,0.358282523,0.606720178
0.685190771,0.420900033,0.345425547,0.604546871
0.683496081,0.401533507,0.308987241,0.584673786
0.667437638,0.399427655,0.275788112,0.577534091
0.65313972,0.391838177,0.261930519,0.572662131
0.64947075,0.389330324,0.244924721,0.592846846
0.650155748,0.396882291,0.521292319,0.627840104
0.66568058,0.390557979,0.126420653,0.629860997
0.796709462,0.447839351,0.400514171,0.670957751
0.921621756,0.4764126,0.084954019,0.69993765
0.925964312,0.474347431,0.084927604,0.688817718
0.907205097,0.461251019,0.085025059,0.652583287
0.831824007,0.425362728,0.085134514,0.875016916
0.73009871,0.374835252,0.132025018,0.519567733
0.629570932,0.301673111,0.207107567,0.454392033
0.556523196,0.27217326,0.21617802,0.411207898
0.516470334,0.259523531,0.216510662,0.38352999
0.492903098,0.251747602,0.237520031,0.387388507
0.478359935,0.251447928,0.257468021,0.400704583
0.483475858,0.252636004,0.258277177,0.428235666
0.537504038,0.279950844,0.236900681,0.584469461
0.590445713,0.355148366,0.238442161,0.61149196
0.600679075,0.403047872,0.270360517,0.614313225
0.650395576,0.425071329,0.323294863,0.624198545
0.665597772,0.417644031,0.349202138,0.626865129
0.66293008,0.418109193,0.33481389,0.626182023
0.665073623,0.404712419,0.330951983,0.599773955
0.649669482,0.40750712,0.325102912,0.602622593
0.637063618,0.401268172,0.318449306,0.608837118
0.637746738,0.401896066,0.324123676,0.60681088
0.636384218,0.400709922,0.321201416,0.636394926
0.642834275,0.389810657,0.186146476,0.658663459
0.758717117,0.433778412,0.081141081,0.68585149
0.873992894,0.467791433,0.081882716,0.69001119
0.882355839,0.46265823,0.440930323,0.67415033
0.865538871,0.45438073,0.081933892,0.645352728
0.812698784,0.428445381,0.406944453,0.854835845
0.73064933,0.387475189,0.146220771,0.540164417
0.649155156,0.311938276,0.310843155,0.476232318
0.57679946,0.283477973,0.33104323,0.426662457
0.53305,0.267260157,0.358651236,0.392627895
0.501196778,0.258652092,0.375002371,0.390059303
0.480633305,0.2528841,0.375902292,0.400814399
0.470876602,0.253441109,0.372234949,0.429281584
0.484910171,0.260504056,0.356345224,0.505642651
