0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.005509,0.00578445,0.00523355,0.00561918
0.056778,0.0596169,0.0539391,0.05791356
0.23745,0.2493225,0.2255775,0.242199
0.414226,0.4349373,0.3935147,0.42251052
0.5457235,0.573009675,0.518437325,0.55663797
0.6279225,0.659318625,0.596526375,0.64048095
0.672299,0.70591395,0.63868405,0.68574498
0.677293,0.71115765,0.64342835,0.69083886
0.651825,0.68441625,0.61923375,0.6648615
0.5910255,0.620576775,0.561474225,0.60284601
0.494442,0.5191641,0.4697199,0.50433084
0.352471,0.37009455,0.33484745,0.35952042
0.167392,0.1757616,0.1590224,0.17073984
0.024392,0.0256116,0.0231724,0.02487984
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0078715,0.008265075,0.007477925,0.00802893
0.055425,0.05819625,0.05265375,0.0565335
0.234884,0.2466282,0.2231398,0.23958168
0.409556,0.4300338,0.3890782,0.41774712
0.5367295,0.563565975,0.509893025,0.54746409
0.6171105,0.647966025,0.586254975,0.62945271
0.653687,0.68637135,0.62100265,0.66676074
0.667671,0.70105455,0.63428745,0.68102442
0.649049,0.68150145,0.61659655,0.66202998
0.5930075,0.622657875,0.563357125,0.60486765
0.496002,0.5208021,0.4712019,0.50592204
0.3523525,0.369970125,0.334734875,0.35939955
0.1691795,0.177638475,0.160720525,0.17256309
0.0246945,0.025929225,0.023459775,0.02518839
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.007317,0.00768285,0.00695115,0.00746334
0.0539695,0.056667975,0.051271025,0.05504889
0.2316765,0.243260325,0.220092675,0.23631003
0.405097,0.42535185,0.38484215,0.41319894
0.528466,0.5548893,0.5020427,0.53903532
0.607396,0.6377658,0.5770262,0.61954392
0.645363,0.67763115,0.61309485,0.65827026
0.6612185,0.694279425,0.628157575,0.67444287
0.6443895,0.676608975,0.612170025,0.65727729
0.590446,0.6199683,0.5609237,0.60225492
0.4938185,0.518509425,0.469127575,0.50369487
0.3512735,0.368837175,0.333709825,0.35829897
0.169504,0.1779792,0.1610288,0.17289408
0.024751,0.02598855,0.02351345,0.02524602
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
