"item","Demanda","Valor","addValue"
"2017-01-18 19","81618.983","3.044172",""
"2017-01-18 20","79727.341","2.973619",""
"2017-01-18 21","80345.554","2.996676",""
"2017-01-18 22","87518.257","3.264199",""
"2017-01-18 23","85026.862","3.171277",""
"2017-01-18 24","77089.11","2.875219",""
"2017-01-19 01","67816.863","2.274211",""
"2017-01-19 02","58373.525","1.853491",""
"2017-01-19 03","52237.363","1.506926",""
"2017-01-19 04","49161.57","1.408461",""
"2017-01-19 05","47714.043","1.275648",""
"2017-01-19 06","47494.649","1.432816",""
"2017-01-19 07","49969.21","1.603128",""
"2017-01-19 08","52661.811","1.689514",""
"2017-01-19 09","59346.12","2.076337",""
"2017-01-19 10","65863.544","2.452187",""
"2017-01-19 11","72032.213","2.681855",""
"2017-01-19 12","77173.355","2.873266",""
"2017-01-19 13","81454.8","3.03267",""
"2017-01-19 14","84808.403","3.15753",""
"2017-01-19 15","85980.148","3.201155",""
"2017-01-19 16","86193.344","3.209093",""
"2017-01-19 17","86009.097","3.202234",""
"2017-01-19 18","84260.3","3.137124",""
"2017-01-19 19","81670.051","3.046077",""
"2017-01-19 20","80464.229","3.001103",""
"2017-01-19 21","81580.964","3.042754",""
"2017-01-19 22","89660.595","3.344103",""
"2017-01-19 23","86309.679","3.219122",""
"2017-01-19 24","78654.258","2.933596",""
"2017-01-20 01","69373.958","2.216994",""
"2017-01-20 02","60496.98","1.93331",""
"2017-01-20 03","53814.246","1.719749",""
"2017-01-20 04","50386.767","1.610217",""
"2017-01-20 05","48616.421","1.553641",""
"2017-01-20 06","48322.226","1.54424",""
"2017-01-20 07","50550.696","1.615456",""
"2017-01-20 08","53351.843","1.704972",""
"2017-01-20 09","59660.984","1.993079",""
"2017-01-20 10","66578.565","2.237333",""
"2017-01-20 11","74203.266","2.669573",""
"2017-01-20 12","78690.389","2.831004",""
"2017-01-20 13","83072.426","2.988654",""
"2017-01-20 14","86088.706","3.097169",""
"2017-01-20 15","87139.621","3.134977",""
"2017-01-20 16","87035.603","3.131236",""
"2017-01-20 17","86445.427","3.110003",""
"2017-01-20 18","84456.808","3.021764",""
"2017-01-20 19","82839.296","2.772849",""
"2017-01-20 20","81960.151","2.743422",""
"2017-01-20 21","81995.373","2.744601",""
"2017-01-20 22","88241.787","3.075786",""
"2017-01-20 23","84676.372","3.040779",""
"2017-01-20 24","79101.186","2.840571",""
"2017-01-21 01","71232.917","2.51592",""
"2017-01-21 02","63524.29","2.243654",""
"2017-01-21 03","57041.329","1.830157",""
"2017-01-21 04","52618.535","1.688252",""
"2017-01-21 05","50205.25","1.604194",""
"2017-01-21 06","49108.61","1.562669",""
"2017-01-21 07","48499.813","1.488865",""
"2017-01-21 08","46304.693","1.348112",""
"2017-01-21 09","51307.186","1.68005",""
"2017-01-21 10","59968.119","1.963652",""
"2017-01-21 11","67862.241","2.222145",""
"2017-01-21 12","72655.752","2.379107",""
"2017-01-21 13","76315.897","2.498958",""
"2017-01-21 14","79456.487","2.601797",""
"2017-01-21 15","80615.916","2.639763",""
"2017-01-21 16","79051.18","2.588525",""
"2017-01-21 17","77379.311","2.53378",""
"2017-01-21 18","75715.275","2.479291",""
"2017-01-21 19","74499.997","2.469007",""
"2017-01-21 20","73449.026","2.434177",""
"2017-01-21 21","74416.953","2.471168",""
"2017-01-21 22","81464.406","2.94183",""
"2017-01-21 23","78117.102","2.820953",""
"2017-01-21 24","72760.616","2.627521",""
"2017-01-22 01","66618.426","2.113234",""
"2017-01-22 02","59829.135","1.897868",""
"2017-01-22 03","53966.143","1.711885",""
"2017-01-22 04","49572.663","1.572518",""
"2017-01-22 05","47045.19","1.371342",""
"2017-01-22 06","45772.795","0.978049",""
"2017-01-22 07","45150.794","0.461536",""
"2017-01-22 08","42884.235","0.070705",""
"2017-01-22 09","46032.27","0.340007",""
"2017-01-22 10","52148.751","1.358468",""
"2017-01-22 11","60151.206","1.634367",""
"2017-01-22 12","64822.811","2.022075",""
"2017-01-22 13","68785.445","2.204656",""
"2017-01-22 14","73014.646","2.340208",""
"2017-01-22 15","74547.703","2.389344",""
"2017-01-22 16","73108.369","2.343211",""
"2017-01-22 17","72052.661","2.309375",""
"2017-01-22 18","70954.366","2.274174",""
"2017-01-22 19","70645.874","2.301559",""
"2017-01-22 20","70769.83","2.305597",""
"2017-01-22 21","72421.202","2.359396",""
"2017-01-22 22","81786.321","2.664501",""
"2017-01-22 23","79522.086","2.590735",""
"2017-01-22 24","72846.953","2.373267",""
"2017-01-23 01","64446.279","2.057082",""
"2017-01-23 02","56039.197","1.788733",""
"2017-01-23 03","50017.949","1.490982",""
"2017-01-23 04","46879.167","1.354135",""
"2017-01-23 05","45392.679","1.311197",""
"2017-01-23 06","45335.262","1.390265",""
"2017-01-23 07","48074.776","1.534514",""
"2017-01-23 08","51266.801","1.636402",""
"2017-01-23 09","58043.703","1.986693",""
"2017-01-23 10","63982.993","2.189979",""
"2017-01-23 11","70232.799","2.403895",""
"2017-01-23 12","75402.253","2.580833",""
"2017-01-23 13","79689.084","2.727561",""
"2017-01-23 14","82704.769","2.83078",""
"2017-01-23 15","83487.245","2.857562",""
"2017-01-23 16","83399.706","2.854566",""
"2017-01-23 17","83133.569","2.845457",""
"2017-01-23 18","81848.712","2.801479",""
"2017-01-23 19","79918.638","2.7565",""
"2017-01-23 20","77880.332","2.686196",""
"2017-01-23 21","78846.177","2.719509",""
"2017-01-23 22","87124.858","3.033781",""
"2017-01-23 23","82909.273","2.908861",""
"2017-01-23 24","74410.547","2.58124",""
"2017-01-24 01","64992.132","2.151656",""
"2017-01-24 02","56713.704","1.877587",""
"2017-01-24 03","50711.724","1.652127",""
"2017-01-24 04","47492.501","1.525324",""
"2017-01-24 05","46041.774","1.481767",""
"2017-01-24 06","46268.929","1.507387",""
"2017-01-24 07","49331.169","1.633178",""
"2017-01-24 08","51963.97","1.72034",""
"2017-01-24 09","57927.095","1.982702",""
"2017-01-24 10","63715.715","2.180832",""
"2017-01-24 11","70112.149","2.399766",""
"2017-01-24 12","74923.733","2.564454",""
"2017-01-24 13","79280.132","2.713563",""
"2017-01-24 14","82236.259","2.814744",""
"2017-01-24 15","83360.622","2.853228",""
"2017-01-24 16","83794.215","2.86807",""
"2017-01-24 17","83610.617","2.861785",""
"2017-01-24 18","82499.578","2.823757",""
"2017-01-24 19","80616.202","2.775243",""
"2017-01-24 20","79764.144","2.745911",""
"2017-01-24 21","81109.15","2.792213",""
"2017-01-24 22","88687.67","3.053107",""
"2017-01-24 23","84917.855","2.923329",""
"2017-01-24 24","77403.978","2.664662",""
"2017-01-25 01","67568.012","2.188178",""
"2017-01-25 02","58489.75","1.89418",""
"2017-01-25 03","52087.292","1.676636",""
"2017-01-25 04","49114.548","1.564913",""
"2017-01-25 05","47525.38","1.514277",""
"2017-01-25 06","47435.521","1.529998",""
"2017-01-25 07","50102.957","1.622576",""
"2017-01-25 08","52714.971","1.707166",""
"2017-01-25 09","58907.365","2.126937",""
"2017-01-25 10","65548.293","2.366718",""
"2017-01-25 11","72750.816","2.626776",""
"2017-01-25 12","77735.103","2.80674",""
"2017-01-25 13","81994.438","2.960531",""
"2017-01-25 14","85323.951","3.080747",""
"2017-01-25 15","87024.777","3.142158",""
"2017-01-25 16","87540.179","3.160768",""
"2017-01-25 17","87309.971","3.152456",""
"2017-01-25 18","86473.402","3.12225",""
"2017-01-25 19","83891.431","8.166862",""
"2017-01-25 20","82476.893","5.993595",""
"2017-01-25 21","83362.347","7.18462",""
"2017-01-25 22","90684.75","9.645291",""
"2017-01-25 23","87289.605","7.745367",""
"2017-01-25 24","80545.443","4.943435",""
"2017-01-26 01","71062.258","3.382412",""
"2017-01-26 02","61672.281","2.693867",""
"2017-01-26 03","54862.407","1.798202",""
"2017-01-26 04","51117.372","1.625389",""
"2017-01-26 05","49311.35","1.564743",""
"2017-01-26 06","48927.707","1.55257",""
"2017-01-26 07","51743.558","1.574353",""
"2017-01-26 08","54599.815","1.704037",""
"2017-01-26 09","60905.248","2.175214",""
"2017-01-26 10","68733.468","2.472748",""
"2017-01-26 11","75638.356","2.721158",""
"2017-01-26 12","80979.799","3.791017",""
"2017-01-26 13","84732.096","4.132649",""
"2017-01-26 14","87421.366","4.263813",""
"2017-01-26 15","88180.078","9.108291",""
"2017-01-26 16","88195.242","9.95635",""
"2017-01-26 17","87845.404","9.916857",""
"2017-01-26 18","86454.911","9.759883",""
"2017-01-26 19","83533.124","8.611937",""
"2017-01-26 20","81855.719","4.537501",""
"2017-01-26 21","82536.926","5.636895",""
"2017-01-26 22","89245.831","6.095082",""
"2017-01-26 23","86301.743","5.877111",""
"2017-01-26 24","79205.291","6.174737",""
"2017-01-27 01","69804.595","3.299045",""
"2017-01-27 02","60619.843","2.845232",""
"2017-01-27 03","54451.357","2.094903",""
"2017-01-27 04","50898.915","1.703097",""
"2017-01-27 05","49331.869","1.650663",""
"2017-01-27 06","49385.549","1.652459",""
"2017-01-27 07","51807.412","2.337184",""
"2017-01-27 08","54529.704","2.577137",""
