"item","Demanda","Valor","addValue"
"2017-08-17 02","39430.733","1.325632",""
"2017-08-17 03","37404.771","1.257521",""
"2017-08-17 04","36937.36","1.241807",""
"2017-08-17 05","36677.181","1.23306",""
"2017-08-17 06","37816.677","1.271369",""
"2017-08-17 07","45333.997","1.524096",""
"2017-08-17 08","61289.897","2.060521",""
"2017-08-17 09","74009.844","2.694304",""
"2017-08-17 10","79003.484","2.876096",""
"2017-08-17 11","81022.881","2.949612",""
"2017-08-17 12","79870.139","2.907646",""
"2017-08-17 13","79566.761","2.896602",""
"2017-08-17 14","78161.788","2.845454",""
"2017-08-17 15","76414.03","2.781828",""
"2017-08-17 16","74928.448","2.727745",""
"2017-08-17 17","72821.126","2.651029",""
"2017-08-17 18","69527.241","2.472567",""
"2017-08-17 19","61695.894","1.974258",""
"2017-08-17 20","62919.217","2.282402",""
"2017-08-17 21","62642.285","2.276414",""
"2017-08-17 22","58222.409","2.115797",""
"2017-08-17 23","52467.004","1.906646",""
"2017-08-17 24","47645.217","1.731423",""
"2017-08-18 01","42474.152","1.40728",""
"2017-08-18 02","39019.738","1.275185",""
"2017-08-18 03","37536.522","1.185499",""
"2017-08-18 04","36109.722","1.114784",""
"2017-08-18 05","35639.664","1.153214",""
"2017-08-18 06","36754.894","1.217786",""
"2017-08-18 07","43822.39","1.451951",""
"2017-08-18 08","58300.787","1.931658",""
"2017-08-18 09","71363.003","2.52576",""
"2017-08-18 10","76434.789","2.705267",""
"2017-08-18 11","78236.173","2.769023",""
"2017-08-18 12","78257.142","2.769765",""
"2017-08-18 13","78702.952","2.785543",""
"2017-08-18 14","78429.17","2.775854",""
"2017-08-18 15","79563.553","2.816003",""
"2017-08-18 16","78643.251","2.783431",""
"2017-08-18 17","76372.538","2.703063",""
"2017-08-18 18","72679.644","2.57236",""
"2017-08-18 19","66624.218","2.34513",""
"2017-08-18 20","66064.25","2.32542",""
"2017-08-18 21","62731.211","2.2081",""
"2017-08-18 22","58012.387","2.041999",""
"2017-08-18 23","52883.524","1.861467",""
"2017-08-18 24","49124.667","1.729157",""
"2017-08-19 01","44588.451","1.474452",""
"2017-08-19 02","41006.845","1.356015",""
"2017-08-19 03","39101.294","1.293003",""
"2017-08-19 04","37949.148","1.2451",""
"2017-08-19 05","36468.022","1.172951",""
"2017-08-19 06","36153.779","1.181524",""
"2017-08-19 07","36912.733","1.218248",""
"2017-08-19 08","39804.082","1.316242",""
"2017-08-19 09","43900.604","1.545273",""
"2017-08-19 10","48081.778","1.692449",""
"2017-08-19 11","52613.103","1.851949",""
"2017-08-19 12","54329.138","1.912351",""
"2017-08-19 13","54886.941","1.931986",""
"2017-08-19 14","55835.217","1.965365",""
"2017-08-19 15","53736.497","1.891491",""
"2017-08-19 16","50092.348","1.763219",""
"2017-08-19 17","47846.761","1.684176",""
"2017-08-19 18","46346.29","1.63136",""
"2017-08-19 19","46019.793","1.613923",""
"2017-08-19 20","50737.82","1.779386",""
"2017-08-19 21","54450.471","1.909589",""
"2017-08-19 22","52917.619","1.855832",""
"2017-08-19 23","49504.168","1.736121",""
"2017-08-19 24","46663.791","1.636508",""
"2017-08-20 01","43385.233","1.447462",""
"2017-08-20 02","42706.426","1.383396",""
"2017-08-20 03","41150.747","1.20529",""
"2017-08-20 04","40276.331","1.187491",""
"2017-08-20 05","39544.861","1.165925",""
"2017-08-20 06","38921.511","1.147546",""
"2017-08-20 07","39625.235","1.168294",""
"2017-08-20 08","41189.093","1.214402",""
"2017-08-20 09","42669.515","1.277363",""
"2017-08-20 10","45070.072","1.349227",""
"2017-08-20 11","47404.666","1.419115",""
"2017-08-20 12","48192.576","1.495674",""
"2017-08-20 13","48999.064","1.615748",""
"2017-08-20 14","49388.695","1.650949",""
"2017-08-20 15","48464.954","1.579333",""
"2017-08-20 16","46849.368","1.402492",""
"2017-08-20 17","45766.194","1.352311",""
"2017-08-20 18","43099.391","1.270725",""
"2017-08-20 19","42001.895","1.395879",""
"2017-08-20 20","47877.566","1.690208",""
"2017-08-20 21","52791.607","1.863687",""
"2017-08-20 22","51959.066","1.834296",""
"2017-08-20 23","48654.343","1.717631",""
"2017-08-20 24","44218.469","1.561032",""
"2017-08-21 01","39573.942","1.315188",""
"2017-08-21 02","36840.154","1.140966",""
"2017-08-21 03","35603.759","1.086559",""
"2017-08-21 04","34985.943","1.119733",""
"2017-08-21 05","35047.579","1.126237",""
"2017-08-21 06","36277.073","1.156365",""
"2017-08-21 07","43925.063","1.468312",""
"2017-08-21 08","60010.147","2.006",""
"2017-08-21 09","73046.576","2.602358",""
"2017-08-21 10","79294.207","2.824936",""
"2017-08-21 11","81007.595","2.885977",""
"2017-08-21 12","80570.456","2.870403",""
"2017-08-21 13","79734.684","2.840629",""
"2017-08-21 14","79147.862","2.819723",""
"2017-08-21 15","77119.022","2.747443",""
"2017-08-21 16","74690.013","2.660908",""
"2017-08-21 17","72516.972","2.583491",""
"2017-08-21 18","68365.336","2.435585",""
"2017-08-21 19","59954.443","2.116555",""
"2017-08-21 20","61401.418","2.167637",""
"2017-08-21 21","61107.012","2.157243",""
"2017-08-21 22","57296.558","2.022724",""
"2017-08-21 23","50994.586","1.800248",""
"2017-08-21 24","45630.953","1.610897",""
"2017-08-22 01","40564.056","1.374321",""
"2017-08-22 02","37778.413","1.279943",""
"2017-08-22 03","36459.975","1.235274",""
"2017-08-22 04","35655.745","1.208026",""
"2017-08-22 05","35288.105","1.175036",""
"2017-08-22 06","36379.587","1.230198",""
"2017-08-22 07","43939.388","1.488678",""
"2017-08-22 08","59139.84","2.003674",""
"2017-08-22 09","71270.125","2.598976",""
"2017-08-22 10","76044.722","6.406621",""
"2017-08-22 11","78200.313","8.317445",""
"2017-08-22 12","78451.885","8.344202",""
"2017-08-22 13","78304.688","8.323484",""
"2017-08-22 14","77887.77","8.208663",""
"2017-08-22 15","77237.745","8.140156",""
"2017-08-22 16","76519.728","7.193717",""
"2017-08-22 17","76506.837","2.720686",""
"2017-08-22 18","73296.077","2.606507",""
"2017-08-22 19","65627.86","2.316842",""
"2017-08-22 20","65965.857","2.328774",""
"2017-08-22 21","64578.849","2.279809",""
"2017-08-22 22","60789.551","2.146036",""
"2017-08-22 23","54229.387","1.914445",""
"2017-08-22 24","48261.222","1.703753",""
"2017-08-23 01","42535.598","1.441117",""
"2017-08-23 02","39722.364","1.345804",""
"2017-08-23 03","37875.792","1.283242",""
"2017-08-23 04","36627.904","1.240963",""
"2017-08-23 05","36239.21","1.227795",""
"2017-08-23 06","37425.123","1.267973",""
"2017-08-23 07","45080.604","1.527343",""
"2017-08-23 08","61061.933","2.068795",""
"2017-08-23 09","73646.193","2.62372",""
"2017-08-23 10","78366.245","2.791876",""
"2017-08-23 11","79790.371","2.842613",""
"2017-08-23 12","80027.618","2.851064",""
"2017-08-23 13","79791.613","2.842657",""
"2017-08-23 14","78875.354","2.810014",""
"2017-08-23 15","76683.324","2.73192",""
"2017-08-23 16","74352.858","2.648896",""
"2017-08-23 17","72379.438","2.578591",""
"2017-08-23 18","68866.851","2.453451",""
"2017-08-23 19","61823.575","2.190536",""
"2017-08-23 20","63737.956","2.258365",""
"2017-08-23 21","64638.645","2.290279",""
"2017-08-23 22","59440.627","2.106103",""
"2017-08-23 23","53446.154","1.893706",""
"2017-08-23 24","47668.692","1.688999",""
"2017-08-24 01","42099.427","1.407286",""
"2017-08-24 02","39038.856","1.254495",""
"2017-08-24 03","37488.082","1.141641",""
"2017-08-24 04","36370.53","1.084092",""
"2017-08-24 05","36235.988","1.080082",""
"2017-08-24 06","37299.54","1.12143",""
"2017-08-24 07","43931.104","1.468515",""
"2017-08-24 08","59661.582","1.994348",""
"2017-08-24 09","72905.377","2.521907",""
"2017-08-24 10","79740.399","2.75834",""
"2017-08-24 11","82524.802","2.854657",""
"2017-08-24 12","81606.316","2.822885",""
"2017-08-24 13","81569.3","2.821604",""
"2017-08-24 14","80386.702","2.780697",""
"2017-08-24 15","77695.289","2.687596",""
"2017-08-24 16","75466.469","2.610499",""
"2017-08-24 17","73356.088","2.537497",""
"2017-08-24 18","69778.644","2.413748",""
"2017-08-24 19","62591.03","2.16107",""
"2017-08-24 20","64218.566","2.217264",""
"2017-08-24 21","64510.823","2.227355",""
"2017-08-24 22","60102.333","2.075143",""
"2017-08-24 23","53998.893","1.864411",""
"2017-08-24 24","49096.324","1.695141",""
"2017-08-25 01","44110.374","1.437411",""
"2017-08-25 02","40409.593","1.316814",""
"2017-08-25 03","38604.718","1.257999",""
"2017-08-25 04","37495.959","1.217058",""
"2017-08-25 05","36910.509","1.179114",""
"2017-08-25 06","37983.516","1.237756",""
"2017-08-25 07","44842.107","1.461256",""
"2017-08-25 08","60771.91","1.980355",""
"2017-08-25 09","73550.495","2.481691",""
"2017-08-25 10","79078.977","2.668229",""
"2017-08-25 11","81636.75","2.754531",""
"2017-08-25 12","81796.451","2.75992",""
"2017-08-25 13","81817.516","2.760631",""
"2017-08-25 14","79997.932","2.699236",""
"2017-08-25 15","77085.102","2.600953",""
"2017-08-25 16","74029.61","2.497857",""
"2017-08-25 17","70537.682","2.380034",""
"2017-08-25 18","64801.1","2.186475",""
"2017-08-25 19","56837.474","1.906834",""
"2017-08-25 20","58870.111","1.975027",""
"2017-08-25 21","59670.479","2.001878",""
"2017-08-25 22","56488.695","1.895132",""
"2017-08-25 23","51175.832","1.716892",""
"2017-08-25 24","47223.415","1.584293",""
"2017-08-26 01","43221.337","1.407747",""
"2017-08-26 02","40204.94","1.3095",""
"2017-08-26 03","38182.85","1.24364",""
"2017-08-26 04","37261.209","1.208862",""
"2017-08-26 05","35977.97","1.164932",""
"2017-08-26 06","35728.064","1.136305",""
"2017-08-26 07","36286.487","1.156383",""
"2017-08-26 08","39244.235","1.275703",""
"2017-08-26 09","43952.23","1.529796",""
"2017-08-26 10","48751.348","1.696834",""
"2017-08-26 11","52696.659","1.834153",""
"2017-08-26 12","54337.734","1.891273",""
"2017-08-26 13","55192.701","1.921031",""
"2017-08-26 14","54613.861","1.900883",""
"2017-08-26 15","51223.762","1.782888",""
"2017-08-26 16","48528.504","1.689078",""
"2017-08-26 17","47128.727","1.640356",""
"2017-08-26 18","45958.97","1.599642",""
"2017-08-26 19","45541.613","1.576391",""
"2017-08-26 20","49816.045","1.724347",""
"2017-08-26 21","53405.74","1.848602",""
"2017-08-26 22","52202.153","1.80694",""
"2017-08-26 23","49281.455","1.705842",""
"2017-08-26 24","46252.067","1.600982",""
"2017-08-27 01","42420.866","1.360002",""
"2017-08-27 02","40108.08","1.273047",""
"2017-08-27 03","37967.277","1.173575",""
"2017-08-27 04","36377.68","1.098885",""
"2017-08-27 05","34948.521","1.062409",""
"2017-08-27 06","34768.768","1.056945",""
"2017-08-27 07","35064.176","1.065925",""
"2017-08-27 08","36707.113","1.115869",""
"2017-08-27 09","39012.377","1.235777",""
"2017-08-27 10","41634.114","1.324142",""
"2017-08-27 11","44101.168","1.402606",""
"2017-08-27 12","45484.94","1.484379",""
"2017-08-27 13","45703.247","1.494422",""
"2017-08-27 14","46017.848","1.504709",""
"2017-08-27 15","45611.302","1.491415",""
"2017-08-27 16","44294.106","1.448346",""
"2017-08-27 17","43609.866","1.425971",""
"2017-08-27 18","42763.347","1.398292",""
"2017-08-27 19","43165.095","1.494129",""
"2017-08-27 20","48930.362","1.693689",""
"2017-08-27 21","53536.02","1.853111",""
"2017-08-27 22","52563.074","1.819433",""
"2017-08-27 23","49187.015","1.702573",""
"2017-08-27 24","44573.614","1.542884",""
"2017-08-28 01","39830.225","1.292208",""
"2017-08-28 02","37316.386","1.20112",""
"2017-08-28 03","35392.859","1.105302",""
"2017-08-28 04","34616.052","1.04346",""
"2017-08-28 05","34764.663","1.096784",""
"2017-08-28 06","36521.948","1.184878",""
"2017-08-28 07","43679.619","1.417094",""
"2017-08-28 08","59770.926","1.939143",""
"2017-08-28 09","73006.828","2.555054",""
"2017-08-28 10","82040.639","2.871215",""
"2017-08-28 11","87058.528","3.046828",""
"2017-08-28 12","88012.714","3.080222",""
"2017-08-28 13","87548.109","3.063962",""
"2017-08-28 14","86415.336","3.024318",""
"2017-08-28 15","83563.162","2.9245",""
"2017-08-28 16","81811.639","2.863201",""
"2017-08-28 17","80961.068","2.833433",""
"2017-08-28 18","79339.328","2.776676",""
"2017-08-28 19","73199.091","2.547759",""
"2017-08-28 20","70788.592","2.46386",""
"2017-08-28 21","63623.247","2.214464",""
"2017-08-28 22","62266.935","2.167255",""
"2017-08-28 23","56180.84","1.955424",""
"2017-08-28 24","50212.194","1.747679",""
"2017-08-29 01","44220.084","1.440277",""
"2017-08-29 02","41027.997","1.336308",""
"2017-08-29 03","39565.898","1.288687",""
"2017-08-29 04","38660.911","1.249335",""
"2017-08-29 05","37810.633","1.221857",""
"2017-08-29 06","37182.042","1.208669",""
"2017-08-29 07","43866.001","1.428743",""
"2017-08-29 08","63291.875","2.061457",""
"2017-08-29 09","77552.493","2.719094",""
"2017-08-29 10","86060.446","3.017395",""
"2017-08-29 11","88615.194","3.106967",""
"2017-08-29 12","87533.067","3.069026",""
"2017-08-29 13","86099.345","3.018758",""
"2017-08-29 14","84207.831","2.952439",""
"2017-08-29 15","81603.612","2.861132",""
"2017-08-29 16","78370.073","2.747759",""
"2017-08-29 17","75845.998","2.659263",""
"2017-08-29 18","72391.071","2.538128",""
"2017-08-29 19","64197.891","2.238564",""
"2017-08-29 20","65284.545","2.276455",""
"2017-08-29 21","67253.238","2.345103",""
"2017-08-29 22","62818.08","2.19045",""
"2017-08-29 23","56457.348","1.968653",""
"2017-08-29 24","50287.981","1.753528",""
"2017-08-30 01","44589.457","1.44946",""
"2017-08-30 02","41285.855","1.339434",""
"2017-08-30 03","39180.459","1.266123",""
"2017-08-30 04","37752.364","1.212742",""
"2017-08-30 05","37548.791","1.182221",""
"2017-08-30 06","39101.795","1.246101",""
"2017-08-30 07","47044.551","1.529267",""
"2017-08-30 08","63950.866","2.078837",""
"2017-08-30 09","76847.673","2.694383",""
"2017-08-30 10","81292.897","4.194885",""
"2017-08-30 11","83004.048","2.910234",""
"2017-08-30 12","81845.675","2.869619",""
"2017-08-30 13","80639.51","2.827329",""
"2017-08-30 14","79179.263","2.776131",""
"2017-08-30 15","76952.799","2.698069",""
"2017-08-30 16","75043.729","2.631134",""
"2017-08-30 17","72709.569","2.549295",""
"2017-08-30 18","69272.692","2.428793",""
"2017-08-30 19","61401.337","2.141048",""
"2017-08-30 20","62420.755","2.176595",""
"2017-08-30 21","63618.805","2.218371",""
"2017-08-30 22","59551.748","2.076554",""
"2017-08-30 23","53322.131","1.859329",""
"2017-08-30 24","47549.805","1.658049",""
"2017-08-31 01","42889.408","1.373463",""
"2017-08-31 02","39577.524","1.267405",""
"2017-08-31 03","37385.114","1.194854",""
"2017-08-31 04","36275.921","1.12985",""
"2017-08-31 05","36008.395","1.117004",""
"2017-08-31 06","37331.619","1.162731",""
"2017-08-31 07","44749.176","1.433019",""
"2017-08-31 08","60833.269","1.948085",""
"2017-08-31 09","72349.796","2.493709",""
"2017-08-31 10","76588.169","2.639795",""
"2017-08-31 11","77816.057","2.682118",""
"2017-08-31 12","76884.063","2.649994",""
"2017-08-31 13","76625.655","2.641087",""
"2017-08-31 14","76026.928","2.620451",""
"2017-08-31 15","74480.494","2.567149",""
"2017-08-31 16","73186.406","2.522545",""
"2017-08-31 17","70643.151","2.434886",""
"2017-08-31 18","66076.368","2.27748",""
"2017-08-31 19","57786.599","1.977269",""
"2017-08-31 20","59219.385","2.026294",""
"2017-08-31 21","60280.552","2.062603",""
"2017-08-31 22","55861.698","1.911404",""
"2017-08-31 23","50556.043","1.729862",""
"2017-08-31 24","46070.912","1.576396",""
"2017-09-01 01","41206.843","1.31794",""
"2017-09-01 02","38313.483","1.225401",""
"2017-09-01 03","36961.901","1.182171",""
"2017-09-01 04","36081.05","1.153999",""
"2017-09-01 05","35405.814","1.132403",""
"2017-09-01 06","36426.896","1.16506",""
"2017-09-01 07","43033.244","1.376355",""
"2017-09-01 08","58659.892","1.87615",""
"2017-09-01 09","71935.772","2.364042",""
"2017-09-01 10","77788.72","2.556389",""
"2017-09-01 11","79026.709","2.597073",""
"2017-09-01 12","79107.362","2.599723",""
"2017-09-01 13","79958.543","2.627696",""
"2017-09-01 14","79639.643","2.617216",""
"2017-09-01 15","76898.028","2.527117",""
"2017-09-01 16","73649.896","2.420373",""
"2017-09-01 17","70120.547","2.304387",""
"2017-09-01 18","64386.567","2.115951",""
"2017-09-01 19","57265.709","1.863945",""
"2017-09-01 20","58562.271","1.906146",""
"2017-09-01 21","60102.282","1.956272",""
"2017-09-01 22","56215.086","1.829748",""
"2017-09-01 23","50955.703","1.658559",""
"2017-09-01 24","47082.044","1.532476",""
"2017-09-02 01","42606.107","1.358484",""
"2017-09-02 02","39692.718","1.265591",""
"2017-09-02 03","37692.78","1.201824",""
"2017-09-02 04","36009.537","1.148154",""
"2017-09-02 05","35037.558","1.117163",""
"2017-09-02 06","34995.345","1.115816",""
"2017-09-02 07","35691.514","1.138014",""
"2017-09-02 08","38848.241","1.238665",""
"2017-09-02 09","43151.176","1.403",""
"2017-09-02 10","47573.799","1.546796",""
"2017-09-02 11","50372.875","1.637804",""
"2017-09-02 12","50904.415","1.655086",""
"2017-09-02 13","50699.992","1.648439",""
"2017-09-02 14","50270.431","1.634473",""
"2017-09-02 15","47969.923","1.559675",""
"2017-09-02 16","45782.716","1.471286",""
"2017-09-02 17","43885.409","1.379954",""
"2017-09-02 18","42757.269","1.304146",""
"2017-09-02 19","42874.053","1.383205",""
"2017-09-02 20","46689.62","1.50924",""
"2017-09-02 21","50593.637","1.635437",""
"2017-09-02 22","49210.944","1.590741",""
"2017-09-02 23","46421.417","1.50057",""
"2017-09-02 24","43328.791","1.400601",""
"2017-09-03 01","39940.211","1.268459",""
"2017-09-03 02","37186.331","1.180999",""
"2017-09-03 03","35825.612","1.124265",""
"2017-09-03 04","34894.713","1.029217",""
"2017-09-03 05","33927.163","0.992145",""
"2017-09-03 06","33936.234","0.971068",""
"2017-09-03 07","34273.231","0.980711",""
"2017-09-03 08","36131.995","1.086162",""
"2017-09-03 09","37613.882","1.213501",""
"2017-09-03 10","40547.538","1.318347",""
"2017-09-03 11","44018.383","1.431197",""
"2017-09-03 12","47199.634","1.534631",""
"2017-09-03 13","48975.188","1.59236",""
"2017-09-03 14","50430.796","1.639687",""
"2017-09-03 15","49586.924","1.61225",""
"2017-09-03 16","48394.966","1.573495",""
"2017-09-03 17","47415.556","1.541651",""
"2017-09-03 18","46363.861","1.507457",""
"2017-09-03 19","46048.27","1.491404",""
"2017-09-03 20","49885.984","1.615699",""
"2017-09-03 21","54420.114","1.76255",""
"2017-09-03 22","53452.747","1.731219",""
"2017-09-03 23","49275.342","1.595922",""
"2017-09-03 24","44842.387","1.452348",""
"2017-09-04 01","40034.722","1.271461",""
"2017-09-04 02","37291.336","1.09756",""
"2017-09-04 03","35262.165","1.015662",""
"2017-09-04 04","34705.286","0.995256",""
"2017-09-04 05","34843.03","0.999207",""
"2017-09-04 06","37074.266","1.095835",""
"2017-09-04 07","44524.33","1.414046",""
"2017-09-04 08","60997.835","1.937227",""
"2017-09-04 09","73738.625","2.411421",""
"2017-09-04 10","80286.856","2.625563",""
"2017-09-04 11","82600.506","2.701225",""
"2017-09-04 12","83118.028","2.718149",""
"2017-09-04 13","82303.019","2.691497",""
"2017-09-04 14","81349.191","2.660304",""
"2017-09-04 15","78983.665","2.582946",""
"2017-09-04 16","76262.658","2.493963",""
"2017-09-04 17","73732.757","2.411229",""
"2017-09-04 18","69319.508","2.266906",""
"2017-09-04 19","61004.978","1.983492",""
"2017-09-04 20","61601.555","2.002889",""
"2017-09-04 21","63486.017","2.06416",""
"2017-09-04 22","59871.842","1.946649",""
"2017-09-04 23","53626.176","1.74358",""
"2017-09-04 24","48110.299","1.56424",""
"2017-09-05 01","42424.244","1.34735",""
"2017-09-05 02","39561.883","1.256444",""
"2017-09-05 03","38134.749","1.211119",""
"2017-09-05 04","36940.05","1.173177",""
"2017-09-05 05","36294.788","1.152684",""
"2017-09-05 06","37856.139","1.202271",""
"2017-09-05 07","45087.048","1.431918",""
"2017-09-05 08","61185.494","1.943187",""
"2017-09-05 09","72806.843","2.380949",""
"2017-09-05 10","78561.488","2.56914",""
"2017-09-05 11","79913.695","2.61336",""
"2017-09-05 12","79941.191","2.614259",""
"2017-09-05 13","80021.833","2.616896",""
"2017-09-05 14","79247.235","2.591565",""
"2017-09-05 15","76996.945","2.517976",""
"2017-09-05 16","74483.862","2.435792",""
"2017-09-05 17","72344.247","2.365822",""
"2017-09-05 18","67872.91","2.219599",""
"2017-09-05 19","61118.674","1.987189",""
"2017-09-05 20","62331.453","2.026621",""
"2017-09-05 21","62819.154","2.042477",""
"2017-09-05 22","58880.434","1.914416",""
"2017-09-05 23","52909.445","1.720277",""
"2017-09-05 24","47708.764","1.551184",""
"2017-09-06 01","42220.443","1.3319",""
"2017-09-06 02","39692.942","1.224892",""
"2017-09-06 03","37586.176","1.122312",""
"2017-09-06 04","36439.788","1.088081",""
"2017-09-06 05","36190.2","1.076107",""
"2017-09-06 06","37894.416","1.178859",""
"2017-09-06 07","45229.082","1.426812",""
"2017-09-06 08","61034.364","1.925411",""
"2017-09-06 09","73057.48","2.386844",""
"2017-09-06 10","77064.134","2.517744",""
"2017-09-06 11","79040.842","2.582324",""
"2017-09-06 12","79336.07","2.59197",""
"2017-09-06 13","78764.577","2.573298",""
"2017-09-06 14","77683.734","2.537986",""
"2017-09-06 15","75866.854","2.478628",""
"2017-09-06 16","74172.419","2.42327",""
"2017-09-06 17","72145.195","2.357039",""
"2017-09-06 18","68898.217","2.250957",""
"2017-09-06 19","61872.037","2.009812",""
"2017-09-06 20","62291.028","2.023421",""
"2017-09-06 21","63108.976","2.049992",""
"2017-09-06 22","59087.156","1.919349",""
"2017-09-06 23","53513.012","1.738282",""
"2017-09-06 24","48112.173","1.562845",""
"2017-09-07 01","43119.565","1.365652",""
"2017-09-07 02","39818.186","1.261093",""
"2017-09-07 03","37583.345","1.190313",""
"2017-09-07 04","36883.333","1.168142",""
"2017-09-07 05","36536.481","1.157157",""
"2017-09-07 06","38139.336","1.207922",""
"2017-09-07 07","44899.385","1.422021",""
"2017-09-07 08","60194.964","1.906452",""
"2017-09-07 09","70891.13","2.316067",""
"2017-09-07 10","75216.392","2.457377",""
"2017-09-07 11","76737.035","2.507058",""
"2017-09-07 12","76258.261","2.491416",""
"2017-09-07 13","76122.876","2.486992",""
"2017-09-07 14","75792.647","2.476204",""
"2017-09-07 15","73937.628","2.415599",""
"2017-09-07 16","72302.22","2.362169",""
"2017-09-07 17","70244.339","2.294936",""
"2017-09-07 18","67018.637","2.189549",""
"2017-09-07 19","60490.451","1.961154",""
"2017-09-07 20","61149.973","1.982537",""
"2017-09-07 21","62419.351","2.023691",""
"2017-09-07 22","57992.081","1.880155",""
"2017-09-07 23","52916.676","1.715606",""
"2017-09-07 24","48146.503","1.560952",""
"2017-09-08 01","43317.681","1.35219",""
"2017-09-08 02","39815.295","1.242861",""
"2017-09-08 03","37947.209","1.184548",""
"2017-09-08 04","36882.29","1.139861",""
"2017-09-08 05","36415.384","1.118652",""
"2017-09-08 06","37628.462","1.172263",""
"2017-09-08 07","44009.355","1.373782",""
"2017-09-08 08","59553.636","1.859007",""
"2017-09-08 09","73405.37","2.364286",""
"2017-09-08 10","79639.506","2.565078",""
"2017-09-08 11","83288.954","2.682622",""
"2017-09-08 12","84802.304","2.731365",""
"2017-09-08 13","85774.272","2.762671",""
"2017-09-08 14","86534.624","2.787161",""
"2017-09-08 15","87573.809","2.820631",""
"2017-09-08 16","86496.745","2.78594",""
"2017-09-08 17","84290.827","2.714891",""
"2017-09-08 18","74492.79","2.39931",""
"2017-09-08 19","66301.584","2.114909",""
"2017-09-08 20","65920.211","2.102744",""
"2017-09-08 21","64095.008","2.044524",""
"2017-09-08 22","59522.284","1.898662",""
"2017-09-08 23","53989.26","1.722167",""
"2017-09-08 24","49608.93","1.582442",""
"2017-09-09 01","44882.8","1.406618",""
"2017-09-09 02","41833.961","1.311068",""
"2017-09-09 03","39876.802","1.249731",""
"2017-09-09 04","38375.927","1.202694",""
"2017-09-09 05","36836.735","1.154456",""
"2017-09-09 06","36917.272","1.15698",""
"2017-09-09 07","37531.985","1.176245",""
"2017-09-09 08","40686.188","1.275097",""
"2017-09-09 09","45780.773","1.454648",""
"2017-09-09 10","50452.162","1.603078",""
"2017-09-09 11","55105.372","1.75093",""
"2017-09-09 12","56005.624","1.779535",""
"2017-09-09 13","56533.502","1.796307",""
"2017-09-09 14","56842.354","1.806121",""
"2017-09-09 15","54725.399","1.738856",""
"2017-09-09 16","52731.476","1.675501",""
"2017-09-09 17","51093.423","1.623453",""
"2017-09-09 18","50502.496","1.999577",""
"2017-09-09 19","50265.181","2.654615",""
"2017-09-09 20","53051.081","3.114512",""
"2017-09-09 21","55935.444","3.783715",""
"2017-09-09 22","54058.825","3.656772",""
"2017-09-09 23","50572.625","3.42095",""
"2017-09-09 24","47071.892","3.184146",""
"2017-09-10 01","43015.818","2.439941",""
"2017-09-10 02","39953.51","1.267012",""
"2017-09-10 03","38305.961","1.200501",""
"2017-09-10 04","37464.482","1.174129",""
"2017-09-10 05","36666.235","1.149112",""
"2017-09-10 06","36035.662","1.129351",""
"2017-09-10 07","36312.761","1.138035",""
"2017-09-10 08","38045.967","1.192353",""
"2017-09-10 09","40142.931","1.270527",""
"2017-09-10 10","43870.001","1.38849",""
"2017-09-10 11","47536.383","1.50453",""
"2017-09-10 12","49644.942","1.571267",""
"2017-09-10 13","50106.994","1.585891",""
"2017-09-10 14","50864.128","1.609854",""
"2017-09-10 15","51141.729","1.61864",""
"2017-09-10 16","50426.078","1.59599",""
"2017-09-10 17","49920.222","1.579979",""
"2017-09-10 18","49311.416","1.560711",""
"2017-09-10 19","49362.268","1.571511",""
"2017-09-10 20","52353.62","2.449757",""
"2017-09-10 21","57506.366","2.847892",""
"2017-09-10 22","56660.772","2.806016",""
"2017-09-10 23","52545.501","2.602215",""
"2017-09-10 24","47729.125","2.221516",""
"2017-09-11 01","42631.937","1.330784",""
"2017-09-11 02","39914.833","1.233583",""
"2017-09-11 03","38173.862","1.153718",""
"2017-09-11 04","37185.728","1.121546",""
"2017-09-11 05","37438.541","1.161699",""
"2017-09-11 06","39318.201","1.224904",""
"2017-09-11 07","46446.717","1.449866",""
"2017-09-11 08","63713.661","2.372404",""
"2017-09-11 09","79179.805","4.279937",""
"2017-09-11 10","89019.821","5.270355",""
"2017-09-11 11","93866.172","6.384464",""
"2017-09-11 12","93746.485","6.376323",""
"2017-09-11 13","94029.348","6.395562",""
"2017-09-11 14","94072.033","6.398466",""
"2017-09-11 15","91887","6.249847",""
"2017-09-11 16","88944.5","6.049707",""
"2017-09-11 17","85081.424","5.786954",""
"2017-09-11 18","78261.4","4.293433",""
"2017-09-11 19","68421.038","2.416055",""
"2017-09-11 20","68025.699","3.499712",""
"2017-09-11 21","65293.828","3.505041",""
"2017-09-11 22","61114.524","3.280691",""
"2017-09-11 23","56282.332","3.021294",""
"2017-09-11 24","51410.813","2.613022",""
"2017-09-12 01","44818.352","1.526979",""
"2017-09-12 02","41939.823","1.387263",""
"2017-09-12 03","40265.88","1.26942",""
"2017-09-12 04","39356.203","1.233415",""
"2017-09-12 05","39023.344","1.222984",""
"2017-09-12 06","40665.218","1.27444",""
"2017-09-12 07","48492.989","1.531798",""
"2017-09-12 08","64893.981","2.774779",""
"2017-09-12 09","78252.225","3.753885",""
"2017-09-12 10","84603.821","4.058581",""
"2017-09-12 11","86271.067","4.138562",""
"2017-09-12 12","85270.81","4.090578",""
