"item","Demanda","Valor","addValue"
"2017-07-13 12","57250.361","1.910077",""
"2017-07-13 13","58219.59","1.942415",""
"2017-07-13 14","59117.792","1.972382",""
"2017-07-13 15","59293.946","1.978259",""
"2017-07-13 16","59443.249","1.98324",""
"2017-07-13 17","59354.688","1.980285",""
"2017-07-13 18","60232.262","2.009565",""
"2017-07-13 19","64265.297","2.182639",""
"2017-07-13 20","66837.535","2.269999",""
"2017-07-13 21","69549.562","2.362108",""
"2017-07-13 22","68581.812","2.32924",""
"2017-07-13 23","62654.14","2.127919",""
"2017-07-13 24","55203.513","1.874874",""
"2017-07-14 01","46949.763","1.666487",""
"2017-07-14 02","39385.887","1.277804",""
"2017-07-14 03","34628.479","1.043048",""
"2017-07-14 04","32245.354","0.964847",""
"2017-07-14 05","31295.668","0.93643",""
"2017-07-14 06","31908.997","1.011943",""
"2017-07-14 07","36327.756","1.306329",""
"2017-07-14 08","41909.866","1.523742",""
"2017-07-14 09","44723.083","1.691303",""
"2017-07-14 10","49512.908","1.872441",""
"2017-07-14 11","54547.743","2.222081",""
"2017-07-14 12","56192.732","2.553792",""
"2017-07-14 13","56904.685","2.586148",""
"2017-07-14 14","57403.721","2.342232",""
"2017-07-14 15","56758.557","2.146451",""
"2017-07-14 16","55735.109","2.107747",""
"2017-07-14 17","54484.343","2.060446",""
"2017-07-14 18","55112.893","2.084216",""
"2017-07-14 19","63868.958","2.457721",""
"2017-07-14 20","67307.237","2.590028",""
"2017-07-14 21","68409.617","2.632449",""
"2017-07-14 22","66967.505","2.576955",""
"2017-07-14 23","61710.901","2.374677",""
"2017-07-14 24","56268.985","2.165269",""
"2017-07-15 01","49435.078","1.705506",""
"2017-07-15 02","42821.637","1.346655",""
"2017-07-15 03","37938.624","1.06724",""
"2017-07-15 04","32803.219","0.920602",""
"2017-07-15 05","28650.606","0.80216",""
"2017-07-15 06","25208.248","0.645572",""
"2017-07-15 07","24697.372","0.56203",""
"2017-07-15 08","26179.438","0.896241",""
"2017-07-15 09","29715.155","1.111916",""
"2017-07-15 10","35127.754","1.31445",""
"2017-07-15 11","39062.515","1.461686",""
"2017-07-15 12","41354.58","1.547452",""
"2017-07-15 13","41884.066","1.567266",""
"2017-07-15 14","42447.937","1.588365",""
"2017-07-15 15","43647.467","1.633251",""
"2017-07-15 16","47066.643","1.761194",""
"2017-07-15 17","47040.023","1.760198",""
"2017-07-15 18","47976.922","1.795255",""
"2017-07-15 19","58036.636","2.202485",""
"2017-07-15 20","60980.986","2.314223",""
"2017-07-15 21","63278.435","2.401411",""
"2017-07-15 22","61932.357","2.350327",""
"2017-07-15 23","56888.157","2.1589",""
"2017-07-15 24","51619.716","1.958964",""
"2017-07-16 01","45967.053","1.652953",""
"2017-07-16 02","39446.538","1.292857",""
"2017-07-16 03","34994.902","1.074981",""
"2017-07-16 04","32511.372","0.936138",""
"2017-07-16 05","30918.593","0.890275",""
"2017-07-16 06","30223.466","0.854218",""
"2017-07-16 07","29956.738","0.842704",""
"2017-07-16 08","30448.181","0.856529",""
"2017-07-16 09","32275.342","0.97431",""
"2017-07-16 10","38133.948","1.383929",""
"2017-07-16 11","45058.995","1.650196",""
"2017-07-16 12","48486.229","1.77571",""
"2017-07-16 13","49327.527","1.806521",""
"2017-07-16 14","50024.156","1.832034",""
"2017-07-16 15","50615.942","1.853707",""
"2017-07-16 16","49730.281","1.821272",""
"2017-07-16 17","49538.311","1.814241",""
"2017-07-16 18","51523.701","1.886952",""
"2017-07-16 19","60383.309","2.295548",""
"2017-07-16 20","64888.936","2.466834",""
"2017-07-16 21","66325.77","2.521458",""
"2017-07-16 22","65702.156","2.497751",""
"2017-07-16 23","60932.82","2.316438",""
"2017-07-16 24","53996.293","2.052737",""
"2017-07-17 01","45206.769","1.646609",""
"2017-07-17 02","37898.309","1.27983",""
"2017-07-17 03","33314.514","1.041044",""
"2017-07-17 04","31369.57","0.986511",""
"2017-07-17 05","30412.264","0.974565",""
"2017-07-17 06","31274.71","1.103875",""
"2017-07-17 07","36280.668","1.321485",""
"2017-07-17 08","42340.928","1.542224",""
"2017-07-17 09","44915.201","1.728368",""
"2017-07-17 10","49293.221","2.246771",""
"2017-07-17 11","53647.79","2.49864",""
"2017-07-17 12","55061.718","2.831171",""
"2017-07-17 13","54725.956","2.813907",""
"2017-07-17 14","54982.384","2.827093",""
"2017-07-17 15","54181.496","2.785912",""
"2017-07-17 16","53384.31","2.744922",""
"2017-07-17 17","52188.258","2.683424",""
"2017-07-17 18","52568.803","2.702991",""
"2017-07-17 19","60189.06","3.11877",""
"2017-07-17 20","64765.606","3.35591",""
"2017-07-17 21","66929.604","3.46804",""
"2017-07-17 22","67093.681","3.476541",""
"2017-07-17 23","61810.403","3.186378",""
"2017-07-17 24","54573.867","2.527289",""
"2017-07-18 01","46035.139","1.853928",""
"2017-07-18 02","38482.815","1.419568",""
"2017-07-18 03","34077.123","1.25705",""
"2017-07-18 04","32003.512","1.155078",""
"2017-07-18 05","31196.257","1.107314",""
"2017-07-18 06","31948.91","1.178544",""
"2017-07-18 07","36474.56","1.345488",""
"2017-07-18 08","41931.578","1.546788",""
"2017-07-18 09","44310.49","1.728617",""
"2017-07-18 10","48889.331","2.212143",""
"2017-07-18 11","52121.201","2.358378",""
"2017-07-18 12","52582.669","2.354839",""
"2017-07-18 13","51893.829","2.107084",""
"2017-07-18 14","51881.288","1.965449",""
"2017-07-18 15","50711.353","1.921127",""
"2017-07-18 16","49436.641","1.872837",""
"2017-07-18 17","48491.861","1.837045",""
"2017-07-18 18","48843.787","1.850377",""
"2017-07-18 19","56123.998","2.155965",""
"2017-07-18 20","61553.89","2.364552",""
"2017-07-18 21","64296.536","2.469909",""
"2017-07-18 22","64171.475","2.465104",""
"2017-07-18 23","59621.941","2.290337",""
"2017-07-18 24","52411.016","2.013334",""
"2017-07-19 01","44233.142","1.621417",""
"2017-07-19 02","37036.486","1.350315",""
"2017-07-19 03","32841.455","1.132646",""
"2017-07-19 04","30937.318","1.012103",""
"2017-07-19 05","30003.523","0.979583",""
"2017-07-19 06","30669.044","1.11615",""
"2017-07-19 07","35168.999","1.28916",""
"2017-07-19 08","40670.781","1.490834",""
"2017-07-19 09","42909.158","1.648991",""
"2017-07-19 10","46380.79","1.782405",""
"2017-07-19 11","49804.598","1.913981",""
"2017-07-19 12","50603.265","1.944675",""
"2017-07-19 13","50539.434","1.942221",""
"2017-07-19 14","50821.681","1.953068",""
"2017-07-19 15","49916.225","1.918272",""
"2017-07-19 16","49184.141","1.890138",""
"2017-07-19 17","48201.924","1.852392",""
"2017-07-19 18","48716.795","1.872177",""
"2017-07-19 19","54137.91","2.116074",""
"2017-07-19 20","57608.458","2.251727",""
"2017-07-19 21","58845.861","2.300093",""
"2017-07-19 22","60136.542","2.350542",""
"2017-07-19 23","55736.278","2.178549",""
"2017-07-19 24","49891.849","1.95011",""
"2017-07-20 01","42963.441","1.577696",""
"2017-07-20 02","36330.453","1.326961",""
"2017-07-20 03","32342.333","1.160049",""
"2017-07-20 04","30521.47","0.994488",""
"2017-07-20 05","29827.046","1.024766",""
"2017-07-20 06","30435.042","1.117631",""
"2017-07-20 07","34616.666","1.271187",""
"2017-07-20 08","39620.839","1.45495",""
"2017-07-20 09","41657.817","1.598166",""
"2017-07-20 10","45483.615","1.744939",""
"2017-07-20 11","48491.045","1.860317",""
"2017-07-20 12","49168.284","1.886299",""
"2017-07-20 13","49169.541","1.886346",""
"2017-07-20 14","49335.653","1.892719",""
"2017-07-20 15","48161.565","1.847676",""
"2017-07-20 16","48001.857","1.841549",""
"2017-07-20 17","46829.782","1.796584",""
"2017-07-20 18","47579.824","1.825358",""
"2017-07-20 19","55222.645","2.154845",""
"2017-07-20 20","59822.212","2.334325",""
"2017-07-20 21","60997.695","2.380195",""
"2017-07-20 22","59840.943","2.335056",""
"2017-07-20 23","54627.462","2.131621",""
"2017-07-20 24","48920.76","1.90894",""
"2017-07-21 01","42003.081","1.496452",""
"2017-07-21 02","35778.081","1.274673",""
"2017-07-21 03","32083.77","1.046576",""
"2017-07-21 04","30263.136","0.961469",""
"2017-07-21 05","29592.423","0.940161",""
"2017-07-21 06","29869.661","0.98021",""
"2017-07-21 07","33380.339","1.182701",""
"2017-07-21 08","38174.429","1.360048",""
"2017-07-21 09","40721.845","1.506708",""
"2017-07-21 10","44284.182","1.638515",""
"2017-07-21 11","46893.659","1.735065",""
"2017-07-21 12","48931.155","1.810452",""
"2017-07-21 13","50949.876","1.885145",""
"2017-07-21 14","51098.555","1.890646",""
"2017-07-21 15","50573.594","1.871223",""
"2017-07-21 16","49809.036","1.842934",""
"2017-07-21 17","48277.127","1.786254",""
"2017-07-21 18","49110.329","1.817081",""
"2017-07-21 19","56373.058","2.111598",""
"2017-07-21 20","60194.243","2.254731",""
"2017-07-21 21","61625.387","2.308338",""
"2017-07-21 22","61095.08","2.288474",""
"2017-07-21 23","56214.427","2.105657",""
"2017-07-21 24","51000.804","1.910367",""
"2017-07-22 01","45173.975","1.603515",""
"2017-07-22 02","39623.808","1.406505",""
"2017-07-22 03","35219.011","1.125826",""
"2017-07-22 04","32663.593","1.039867",""
"2017-07-22 05","31573.581","1.003103",""
"2017-07-22 06","31042.374","0.976079",""
"2017-07-22 07","31644.42","0.990872",""
"2017-07-22 08","33873.607","1.076175",""
"2017-07-22 09","36381.747","1.203425",""
"2017-07-22 10","41559.374","1.502378",""
"2017-07-22 11","45622.878","1.676116",""
"2017-07-22 12","49532.852","1.819762",""
"2017-07-22 13","52491.966","1.928476",""
"2017-07-22 14","54465.844","2.000993",""
"2017-07-22 15","55716.404","2.046937",""
"2017-07-22 16","54805.027","2.013455",""
"2017-07-22 17","53402.531","1.961929",""
"2017-07-22 18","53404.848","1.962014",""
"2017-07-22 19","62301.346","2.309221",""
"2017-07-22 20","65405.459","2.424276",""
"2017-07-22 21","65172.293","2.415634",""
"2017-07-22 22","63251.674","2.344446",""
"2017-07-22 23","58512.092","2.168771",""
"2017-07-22 24","53326.589","1.976569",""
"2017-07-23 01","47687.24","1.670906",""
"2017-07-23 02","41527.026","1.308467",""
"2017-07-23 03","36580.272","1.088037",""
"2017-07-23 04","33377.055","0.957851",""
"2017-07-23 05","31641.37","0.843919",""
"2017-07-23 06","31086.573","0.690935",""
"2017-07-23 07","30930.404","0.687463",""
"2017-07-23 08","31617.958","0.812291",""
"2017-07-23 09","32484.6","0.959844",""
"2017-07-23 10","38201.851","1.128776",""
"2017-07-23 11","46673.337","1.543848",""
"2017-07-23 12","52501.391","1.908231",""
"2017-07-23 13","56830.056","2.065562",""
"2017-07-23 14","59210.689","2.152088",""
"2017-07-23 15","60338.811","2.193091",""
"2017-07-23 16","59590.506","2.165893",""
"2017-07-23 17","59243.289","2.153273",""
"2017-07-23 18","60471.976","2.197931",""
"2017-07-23 19","67719.147","2.532168",""
"2017-07-23 20","71062.554","2.657186",""
"2017-07-23 21","72004.447","2.692406",""
"2017-07-23 22","70034.298","2.618737",""
"2017-07-23 23","62689.398","2.344095",""
"2017-07-23 24","53615.569","2.0013",""
"2017-07-24 01","44183.011","1.426814",""
"2017-07-24 02","37646.724","1.10253",""
"2017-07-24 03","33344.803","0.970004",""
"2017-07-24 04","31731.286","0.923066",""
"2017-07-24 05","31282.294","0.910005",""
"2017-07-24 06","32589.666","0.999166",""
"2017-07-24 07","41760.042","1.444115",""
"2017-07-24 08","47912.298","1.703849",""
"2017-07-24 09","47433.856","1.755052",""
"2017-07-24 10","51486.159","1.904988",""
"2017-07-24 11","55707.844","2.06119",""
"2017-07-24 12","57703.047","2.135012",""
"2017-07-24 13","57912.925","2.142778",""
"2017-07-24 14","57325.396","2.12104",""
"2017-07-24 15","56478.497","2.089704",""
"2017-07-24 16","55390.733","2.049457",""
"2017-07-24 17","54520.3","2.01725",""
"2017-07-24 18","56265.507","2.081824",""
"2017-07-24 19","63562.166","2.37673",""
"2017-07-24 20","69231.923","2.588734",""
"2017-07-24 21","71913.067","2.688988",""
"2017-07-24 22","71092.485","2.658305",""
"2017-07-24 23","64506.003","2.412022",""
"2017-07-24 24","55014.441","2.057112",""
"2017-07-25 01","45443.33","1.616048",""
"2017-07-25 02","38028.289","1.200713",""
"2017-07-25 03","33994.009","1.004444",""
"2017-07-25 04","32200.213","1.023011",""
"2017-07-25 05","31786.293","1.011938",""
"2017-07-25 06","33031.125","1.086116",""
"2017-07-25 07","42246.881","1.502376",""
"2017-07-25 08","49314.304","1.753707",""
"2017-07-25 09","48188.628","1.779828",""
"2017-07-25 10","51048.935","1.885473",""
"2017-07-25 11","54411.986","2.009686",""
"2017-07-25 12","55151.086","2.036984",""
"2017-07-25 13","54676.679","2.019462",""
"2017-07-25 14","53544.68","1.977652",""
"2017-07-25 15","52931.919","1.955021",""
"2017-07-25 16","52220.804","1.928756",""
"2017-07-25 17","51826.977","1.91421",""
"2017-07-25 18","53348.086","1.970392",""
"2017-07-25 19","61292.099","2.28784",""
"2017-07-25 20","68197.439","2.545595",""
"2017-07-25 21","70275.967","2.62318",""
"2017-07-25 22","69592.887","2.597683",""
"2017-07-25 23","64078.37","2.391843",""
"2017-07-25 24","55609.352","2.075722",""
"2017-07-26 01","45496.273","1.497869",""
"2017-07-26 02","38268.251","1.249942",""
"2017-07-26 03","34228.646","1.082364",""
"2017-07-26 04","32428.085","1.027537",""
"2017-07-26 05","31942.053","1.012137",""
"2017-07-26 06","32999.46","1.067113",""
"2017-07-26 07","42321.342","1.393341",""
"2017-07-26 08","49691.118","1.635975",""
"2017-07-26 09","47810.098","1.645594",""
"2017-07-26 10","50918.879","1.752597",""
"2017-07-26 11","52393.116","1.80334",""
"2017-07-26 12","53026.887","1.825153",""
"2017-07-26 13","52502.648","1.807109",""
"2017-07-26 14","52180.422","1.796019",""
"2017-07-26 15","51618.926","1.776692",""
"2017-07-26 16","50480.235","1.737499",""
"2017-07-26 17","50376.877","1.733941",""
"2017-07-26 18","51155.738","1.760749",""
"2017-07-26 19","58455.296","2.02721",""
"2017-07-26 20","65290.214","2.264241",""
"2017-07-26 21","67876.333","2.353927",""
"2017-07-26 22","67312.11","2.33436",""
"2017-07-26 23","61083.736","2.118363",""
"2017-07-26 24","52762.502","1.829785",""
"2017-07-27 01","43916.611","1.444533",""
"2017-07-27 02","37448.301","1.231774",""
"2017-07-27 03","33787.51","1.080672",""
"2017-07-27 04","32124.505","1.014977",""
"2017-07-27 05","31554.879","0.996979",""
"2017-07-27 06","32700.925","1.062891",""
"2017-07-27 07","41310.783","1.358821",""
"2017-07-27 08","48398.721","1.591962",""
"2017-07-27 09","46383.951","1.591894",""
"2017-07-27 10","48417.675","1.661692",""
"2017-07-27 11","50272.81","1.72536",""
"2017-07-27 12","51425.421","1.764917",""
"2017-07-27 13","51343.249","1.762097",""
"2017-07-27 14","51833.017","1.778905",""
"2017-07-27 15","51524.031","1.768301",""
"2017-07-27 16","50410.053","1.730069",""
"2017-07-27 17","50249.33","1.724553",""
"2017-07-27 18","51977.325","1.783858",""
"2017-07-27 19","60768.792","2.105294",""
"2017-07-27 20","66540.432","2.305248",""
"2017-07-27 21","68695.879","2.379922",""
"2017-07-27 22","67953.989","2.35422",""
"2017-07-27 23","61128.287","2.117748",""
"2017-07-27 24","52715.515","1.826293",""
"2017-07-28 01","44285.041","1.462353",""
"2017-07-28 02","37780.564","1.20835",""
"2017-07-28 03","34197.578","1.062694",""
"2017-07-28 04","32460.727","0.975027",""
"2017-07-28 05","31796.256","0.955068",""
"2017-07-28 06","32573.655","1.022797",""
"2017-07-28 07","40709.469","1.344283",""
"2017-07-28 08","47928.775","1.582674",""
"2017-07-28 09","46859.188","1.614235",""
"2017-07-28 10","49835.185","1.716754",""
"2017-07-28 11","52766.541","1.817736",""
"2017-07-28 12","53900.483","1.856798",""
"2017-07-28 13","53730.331","1.850937",""
"2017-07-28 14","53103.203","1.829332",""
"2017-07-28 15","53015","1.826294",""
"2017-07-28 16","53641.231","1.847867",""
"2017-07-28 17","53068.583","1.82814",""
"2017-07-28 18","54328.914","1.871556",""
"2017-07-28 19","62291.658","2.166067",""
"2017-07-28 20","66224.123","2.302811",""
"2017-07-28 21","67441.539","2.345144",""
"2017-07-28 22","66234.294","2.303165",""
"2017-07-28 23","60986.327","2.120677",""
"2017-07-28 24","55263.805","1.921689",""
"2017-07-29 01","47926.075","1.582585",""
"2017-07-29 02","41225.151","1.358637",""
"2017-07-29 03","36527.665","1.14932",""
"2017-07-29 04","33833.216","1.062346",""
"2017-07-29 05","32525.73","1.021291",""
"2017-07-29 06","32064.305","1.006803",""
"2017-07-29 07","32715.979","1.033633",""
"2017-07-29 08","35106.696","1.111443",""
"2017-07-29 09","38240.558","1.235466",""
"2017-07-29 10","44990.1","1.508985",""
"2017-07-29 11","50716.795","1.730672",""
"2017-07-29 12","53418.094","1.822853",""
"2017-07-29 13","53828.453","1.836855",""
"2017-07-29 14","54371.088","1.855373",""
"2017-07-29 15","54068.762","1.845056",""
"2017-07-29 16","52544.081","1.793027",""
"2017-07-29 17","51769.852","1.766607",""
"2017-07-29 18","52036.139","1.775694",""
"2017-07-29 19","59371.331","2.045261",""
"2017-07-29 20","64274.125","2.214156",""
"2017-07-29 21","65292.964","2.249253",""
"2017-07-29 22","64281.528","2.214411",""
"2017-07-29 23","59107.633","2.036177",""
"2017-07-29 24","54035.728","1.861457",""
"2017-07-30 01","48314.761","1.564076",""
"2017-07-30 02","41561.689","1.286142",""
"2017-07-30 03","36823.277","1.063065",""
"2017-07-30 04","33885.583","0.976057",""
"2017-07-30 05","33221.038","0.956915",""
"2017-07-30 06","32826.178","0.945541",""
"2017-07-30 07","33082.354","0.940043",""
"2017-07-30 08","33465.536","0.944418",""
"2017-07-30 09","35165.625","1.010647",""
"2017-07-30 10","40997.536","1.191552",""
"2017-07-30 11","47430.18","1.424666",""
"2017-07-30 12","49583.723","1.495786",""
"2017-07-30 13","50680.308","1.542018",""
"2017-07-30 14","51820.926","1.643961",""
"2017-07-30 15","53090.445","1.684235",""
"2017-07-30 16","52024.254","1.572784",""
"2017-07-30 17","50959.378","1.603405",""
"2017-07-30 18","51158.84","1.739119",""
"2017-07-30 19","60360.041","2.075404",""
"2017-07-30 20","66912.653","2.300708",""
"2017-07-30 21","67796.322","2.331092",""
"2017-07-30 22","65807.672","2.262714",""
"2017-07-30 23","59668.206","2.051617",""
"2017-07-30 24","51444.991","1.768872",""
"2017-07-31 01","42442.46","1.396001",""
"2017-07-31 02","35568.186","1.130668",""
"2017-07-31 03","32173.422","1.006055",""
"2017-07-31 04","30398.685","0.95056",""
"2017-07-31 05","29986.011","0.937655",""
"2017-07-31 06","31097.525","1.012761",""
"2017-07-31 07","40039.228","1.322151",""
"2017-07-31 08","47063.793","1.554112",""
"2017-07-31 09","45111.475","1.554029",""
"2017-07-31 10","48530.019","1.671793",""
"2017-07-31 11","52201.734","1.798278",""
"2017-07-31 12","54729.903","1.88537",""
"2017-07-31 13","56017.98","1.929742",""
"2017-07-31 14","56784.215","1.956138",""
"2017-07-31 15","55085.802","1.897631",""
"2017-07-31 16","53700.351","1.849904",""
"2017-07-31 17","53430.635","1.840612",""
"2017-07-31 18","55024.448","1.895516",""
"2017-07-31 19","61469.952","2.137495",""
"2017-07-31 20","67546.849","2.348806",""
"2017-07-31 21","70566.652","2.453814",""
"2017-07-31 22","69688.617","2.423282",""
"2017-07-31 23","62585.429","2.176283",""
"2017-07-31 24","53964.571","1.87651",""
"2017-08-01 01","44800.078","1.485173",""
"2017-08-01 02","38125.898","1.263917",""
"2017-08-01 03","33951.316","1.101296",""
"2017-08-01 04","32028.521","1.009835",""
"2017-08-01 05","31462.602","1.032815",""
"2017-08-01 06","32694.352","1.083854",""
"2017-08-01 07","41350.664","1.370821",""
"2017-08-01 08","49097.798","1.627647",""
"2017-08-01 09","48365.997","1.666142",""
"2017-08-01 10","51721","1.781717",""
"2017-08-01 11","55422.688","1.909236",""
"2017-08-01 12","57973.673","2.369456",""
"2017-08-01 13","60611.887","3.059248",""
"2017-08-01 14","61965.625","3.127576",""
"2017-08-01 15","62270.61","3.142969",""
"2017-08-01 16","61452.851","3.101694",""
"2017-08-01 17","61211.434","3.089509",""
"2017-08-01 18","61159.432","2.658371",""
"2017-08-01 19","66225.568","3.333994",""
"2017-08-01 20","70216.945","3.548598",""
"2017-08-01 21","72783.414","3.678301",""
"2017-08-01 22","72031.388","3.640296",""
"2017-08-01 23","66083.368","3.339697",""
"2017-08-01 24","56628.414","2.861866",""
"2017-08-02 01","46221.065","1.526283",""
"2017-08-02 02","38286.768","1.264282",""
"2017-08-02 03","34172.905","1.128436",""
"2017-08-02 04","33165.887","1.095183",""
"2017-08-02 05","32005.232","1.056857",""
"2017-08-02 06","32626.905","1.077385",""
"2017-08-02 07","41129.214","1.566268",""
"2017-08-02 08","48936.754","4.228796",""
"2017-08-02 09","47662.302","4.542283",""
"2017-08-02 10","49746.523","4.811913",""
"2017-08-02 11","52459.193","5.074306",""
"2017-08-02 12","52444.504","5.049069",""
"2017-08-02 13","52458.708","4.41743",""
"2017-08-02 14","53251.855","3.499626",""
"2017-08-02 15","52081.884","3.108507",""
"2017-08-02 16","51090.001","3.049307",""
"2017-08-02 17","50087.773","2.989489",""
"2017-08-02 18","51217.906","2.545235",""
"2017-08-02 19","59560.106","3.064122",""
"2017-08-02 20","66495.914","3.994692",""
"2017-08-02 21","69609.173","4.186235",""
"2017-08-02 22","69048.413","4.152512",""
"2017-08-02 23","63232.914","3.802772",""
"2017-08-02 24","54264.621","3.263427",""
"2017-08-03 01","44416.16","2.59623",""
"2017-08-03 02","37403.17","2.186304",""
"2017-08-03 03","33619.46","1.965138",""
"2017-08-03 04","31976.557","1.607721",""
"2017-08-03 05","31300.756","1.057962",""
"2017-08-03 06","32394.952","1.626656",""
"2017-08-03 07","41399.058","3.502236",""
"2017-08-03 08","48740.482","4.445827",""
"2017-08-03 09","47153.275","4.668139",""
"2017-08-03 10","48927.449","4.843781",""
"2017-08-03 11","51109.702","5.059822",""
"2017-08-03 12","51730.563","5.060879",""
"2017-08-03 13","51107.59","4.989986",""
"2017-08-03 14","51119.819","5.740686",""
"2017-08-03 15","51022.932","5.590781",""
"2017-08-03 16","50563.039","5.300928",""
"2017-08-03 17","49596.964","5.14173",""
"2017-08-03 18","49710.905","4.998742",""
"2017-08-03 19","56699.246","5.517545",""
"2017-08-03 20","63533.034","6.18668",""
"2017-08-03 21","66109.362","6.437556",""
"2017-08-03 22","65475.451","6.375828",""
"2017-08-03 23","59973.24","5.840037",""
"2017-08-03 24","51616.382","5.026268",""
"2017-08-04 01","43382.973","4.194059",""
"2017-08-04 02","36615.321","3.286441",""
"2017-08-04 03","32971.954","2.612904",""
"2017-08-04 04","31323.712","2.163311",""
"2017-08-04 05","31007.838","1.611183",""
"2017-08-04 06","31968.495","2.136891",""
"2017-08-04 07","40090.189","3.396824",""
"2017-08-04 08","47447.362","4.441415",""
"2017-08-04 09","47091.146","4.598657",""
"2017-08-04 10","50895.056","4.976771",""
"2017-08-04 11","53938.639","5.274387",""
"2017-08-04 12","54078.282","5.288042",""
"2017-08-04 13","53042.964","5.186804",""
"2017-08-04 14","53246.375","5.151081",""
"2017-08-04 15","52581.982","4.78819",""
"2017-08-04 16","51931.254","4.796732",""
"2017-08-04 17","51347.155","4.742781",""
"2017-08-04 18","52742.021","4.871621",""
"2017-08-04 19","60563.701","5.712687",""
"2017-08-04 20","67150.698","6.334007",""
"2017-08-04 21","68753.028","6.485148",""
"2017-08-04 22","66951.789","6.315246",""
"2017-08-04 23","61164.527","5.745404",""
"2017-08-04 24","55227.216","5.043489",""
"2017-08-05 01","47965.257","4.183054",""
"2017-08-05 02","41170.736","3.542128",""
"2017-08-05 03","35889.799","1.646974",""
"2017-08-05 04","33481.03","1.217346",""
"2017-08-05 05","32316.27","1.174996",""
"2017-08-05 06","32060.359","1.165692",""
"2017-08-05 07","32763.652","1.191263",""
"2017-08-05 08","35570.251","1.293309",""
"2017-08-05 09","39610.647","2.125416",""
"2017-08-05 10","46494.349","3.945515",""
"2017-08-05 11","53534.686","4.756129",""
"2017-08-05 12","57101.688","5.073028",""
"2017-08-05 13","59253.001","5.264155",""
"2017-08-05 14","60671.835","5.390207",""
"2017-08-05 15","61686.345","5.480339",""
"2017-08-05 16","60702.871","5.392964",""
"2017-08-05 17","59013.408","5.242869",""
"2017-08-05 18","58403.172","5.188654",""
"2017-08-05 19","64099.677","5.786797",""
"2017-08-05 20","67395.338","6.084323",""
"2017-08-05 21","68159.806","6.153337",""
"2017-08-05 22","66487.014","6.002321",""
"2017-08-05 23","62096.727","5.605974",""
"2017-08-05 24","57340.857","5.176623",""
"2017-08-06 01","50953.771","3.186413",""
"2017-08-06 02","44183.949","1.84877",""
"2017-08-06 03","38645.262","1.306731",""
"2017-08-06 04","35220.296","1.112753",""
"2017-08-06 05","33514.2","0.995407",""
"2017-08-06 06","32710.799","1.020655",""
"2017-08-06 07","32696.996","1.030897",""
"2017-08-06 08","33304.605","0.954397",""
"2017-08-06 09","35240.165","0.968456",""
"2017-08-06 10","41467.308","1.255984",""
"2017-08-06 11","49538.975","1.778566",""
"2017-08-06 12","54020.111","1.974712",""
"2017-08-06 13","56398.832","2.915784",""
"2017-08-06 14","56225.827","3.361952",""
"2017-08-06 15","54339.054","3.199475",""
"2017-08-06 16","51791.94","1.893261",""
"2017-08-06 17","50538.314","1.847434",""
"2017-08-06 18","51093.256","2.931653",""
"2017-08-06 19","60002.879","3.646548",""
"2017-08-06 20","67241.393","4.086453",""
"2017-08-06 21","69747.761","4.238773",""
"2017-08-06 22","68657.909","4.17254",""
"2017-08-06 23","62742.815","3.813062",""
"2017-08-06 24","53657.507","3.260922",""
"2017-08-07 01","43666.84","2.605303",""
"2017-08-07 02","36405.26","2.172054",""
"2017-08-07 03","32775.111","1.649524",""
"2017-08-07 04","31095.89","1.177311",""
"2017-08-07 05","30517.525","1.763002",""
"2017-08-07 06","31774.482","1.891618",""
"2017-08-07 07","41118.786","3.269247",""
"2017-08-07 08","48556.717","4.735437",""
"2017-08-07 09","47329.703","4.634312",""
"2017-08-07 10","50853.392","4.979335",""
"2017-08-07 11","55172.401","5.402233",""
"2017-08-07 12","57646.097","5.644447",""
"2017-08-07 13","59038.026","5.780738",""
"2017-08-07 14","59317.884","5.80814",""
"2017-08-07 15","57967.551","5.675922",""
"2017-08-07 16","56849.281","5.566425",""
"2017-08-07 17","57890.534","5.66838",""
"2017-08-07 18","60675.315","5.917289",""
"2017-08-07 19","65385.019","6.590005",""
"2017-08-07 20","69860.463","7.059316",""
"2017-08-07 21","71785.465","7.253835",""
"2017-08-07 22","70900.567","7.164417",""
"2017-08-07 23","63541.158","6.420758",""
"2017-08-07 24","54215.203","5.30143",""
"2017-08-08 01","44327.943","4.036565",""
"2017-08-08 02","36593.766","2.231075",""
"2017-08-08 03","32885.717","1.197848",""
"2017-08-08 04","31372.178","1.142718",""
"2017-08-08 05","31004.695","1.129333",""
"2017-08-08 06","32161.498","1.702619",""
"2017-08-08 07","41309.809","3.829145",""
"2017-08-08 08","47840.734","4.665612",""
"2017-08-08 09","46934.262","4.675249",""
"2017-08-08 10","50784.141","5.058746",""
"2017-08-08 11","53221.913","5.273786",""
"2017-08-08 12","54145.778","4.856367",""
"2017-08-08 13","54270.997","4.113014",""
"2017-08-08 14","54164.86","4.104971",""
"2017-08-08 15","53084.745","4.023112",""
"2017-08-08 16","51819.887","3.490891",""
"2017-08-08 17","51115.622","3.206544",""
"2017-08-08 18","51551.118","3.233864",""
"2017-08-08 19","59423.183","3.731566",""
"2017-08-08 20","66626.724","4.183923",""
"2017-08-08 21","69261.991","4.349409",""
"2017-08-08 22","68276.531","4.287525",""
